所属模块,用例标题,前置条件,步骤,预期结果,优先级
数据资产-元数据,验证[导出数据维度]显示&交互正确,无,"1. 进入【元数据-元数据管理】页面，点击[导出元数据]，弹出[导出元数据]弹窗，查看[导出数据维度]
2. [导出数据维度]选择”数据库“","1. 1）置灰提示：请选择导出数据维度
2）支持选择数据表/字段/数据库
2. 底部的[数据表]选项不展示",2
数据资产-元数据,验证[数据源]显示&交互正确,有多个数据源引入资产，且进行过数据同步,1. 进入【元数据-元数据管理】页面，点击[导出元数据]，弹出[导出元数据]弹窗，查看[数据源],"1. 1）置灰提示：请选择数据源
2）支持选择单个数据源",2
数据资产-元数据,验证[数据源类型]显示&交互正确,无,1. 进入【元数据-元数据管理】页面，点击[导出元数据]，弹出[导出元数据]弹窗，查看[数据源类型],"1. 1）置灰提示：请选择数据源类型
2）支持选择单个数据源类型",2
数据资产-元数据,验证[导出元数据]页面显示正确,无,1. 进入【元数据-元数据管理】页面，点击[导出元数据]，弹出[导出元数据]弹窗，查看弹窗内容展示信息,"1. 展示内容如下：
1)数据源类型
2)数据源
3)导出数据维度
4)系统名称
5)数据库
6)数据表
按钮：取消、确定",2
数据资产-元数据,验证导入功能正常,数据源A已引入资产，且进行了数据同步,"1. 进入【元数据-元数据管理】页面，选中一个数据源A，进入【数据库】页面，点击[导入元数据]，弹出导入元数据弹窗，[选择导入内容]选择“数据库元数据”，点击[下载模板]
2. 根据模板文件正确填写1条数据：
正常填写所有信息
点击上传文件，选择该文件，点击”确认“
3. 查看填写的数据库的详情信息","1. 模板下载成功，系统给出成功反馈，相关页面/数据状态更新为最新
2. 元数据导入成功，系统给出导入成功提示，数据已同步至目标列表
3. [自定义属性]信息和导入文件中的一致",1
数据资产-元数据,验证导入错误文件功能正常_必填项为空,数据源A已引入资产，数据源A里有数据库进行了数据同步，该数据源的数据库库元模型包含必填项属性B,"1. 进入【元数据-元数据管理】页面，选中一个数据源A，该数据源类型应用的数据库元模型包含必填的属性B，进入【数据库】页面，点击[导入元数据]，弹出导入元数据弹窗，[选择导入内容]选择“数据库元数据”，点击下载模板文件，根据模板文件填写，
填写2条数据：
1）第1条数据正确填写
2）第2条数据填写属性B的内容为空，正确填写其他属性信息。
点击[上传文件]选择该错误文件，点击”确定“
2. 点击[导出]错误文件，查看导出的错误文件内容","1. 1）2条数据都导入失败，[数据库]列表没有新增数据库记录
2）弹出[提示]弹窗
2. 1）错误文件默认命名格式为：import_template_20240110_error.xlsx
2）第二条数据属性B批注提示“必填数据”",1
数据资产-元数据,验证导入错误文件功能正常_枚举项不存在,数据源A已引入资产，数据源A里有数据库进行了数据同步，该数据源的数据库库元模型包含枚举类型的属性B,"1. 进入【元数据-元数据管理】页面，选中一个数据源A，该数据源的数据库元模型包含枚举类型的属性B，进入【数据库】页面，点击[导入元数据]，弹出导入元数据弹窗，[选择导入内容]选择“数据库元数据”，点击下载模板文件，根据模板文件填写，
填写2条数据：
1）第1条数据正确填写
2）第2条数据填写属性B为定义的枚举值之外的其他内容，正确填写其他属性信息。
点击[上传文件]选择该错误文件，点击”确定“
2. 点击[导出]错误文件，查看导出的错误文件内容","1. 1）2条数据都导入失败，[数据库]列表没有新增数据库记录
2）弹出[提示]弹窗
2. 1）错误文件默认命名格式为：import_template_20240110_error.xlsx
2）第2条数据批注提示“错误数据，请查看数据库元模型该属性信息”",1
数据资产-元数据,验证导入错误文件功能正常_数据库未同步&非虚拟数据源,数据源A已引入资产，数据源A里有数据库进行了数据同步,"1. 进入【元数据-元数据管理】页面，选中一个非虚拟数据源A，进入【数据库】页面，点击[导入元数据]，弹出导入元数据弹窗，[选择导入内容]选择“数据库元数据”，点击下载模板文件，根据模板文件填写，填写2条数据：
1）第1条数据正确填写，修改属性值
2）第2条数据数据库名称为数据源A未同步的数据库，正确填写其他属性信息。
点击[上传文件]选择该错误文件，点击”确定“
2. 查看弹窗内容
3. 点击[导出]错误文件，查看导出的错误文件内容","1. 1）
第1条记录的属性值没有被修改；
第2条记录的元数据属性导入失败
2）弹出[提示]弹窗
2. title：错误文件名+文件导入失败
内容：导入表格中存在错误数据，请检查后重新导入，点击导出错误文件
3. 1）错误文件默认命名格式为：import_template_20240110_error.xlsx
2）
2）第二条数据的数据库名称标红并批注提示“此数据库未同步到资产中”",1
数据资产-元数据,验证导入错误文件功能正常_数据库不存在&非虚拟数据源,数据源A已引入资产，数据源A里有数据库进行了数据同步,"1. 进入【元数据-元数据管理】页面，选中一个非虚拟数据源A，进入【数据库】页面，点击[导入元数据]，弹出导入元数据弹窗，[选择导入内容]选择“数据库元数据”，点击下载模板文件，根据模板文件填写，填写2条数据：
1）第1条数据正确填写，修改属性值
2）第2条数据数据库名称为数据源A不存在的数据库，正确填写其他属性信息。
点击[上传文件]选择该错误文件，点击”确定“
2. 点击[导出]错误文件，查看导出的错误文件内容","1. 1）
第1条记录的属性值没有被修改；
第2条记录导入失败
2）弹出[提示]弹窗
2. 1）错误文件默认命名格式为：import_template_20240110_error.xlsx
2）第二条数据的数据库名称标红并批注提示“此数据库未同步到资产中”",1
数据资产-元数据,验证导入错误文件功能正常_数据库不存在&虚拟数据源,虚拟数据源A已引入资产,"1. 进入【元数据-元数据管理】页面，选中一个虚拟数据源A，进入【数据库】页面，点击[导入元数据]，弹出导入元数据弹窗，[选择导入内容]选择“数据库元数据”，点击下载模板文件，根据模板文件填写，填写1条数据：
1）数据库名称填写为数据源A不存在的数据库，正确填写其他属性信息。
点击[上传文件]选择该错误文件，点击”确定“","1. 1）元数据导入成功，系统给出导入成功提示，数据已同步至目标列表
2）[数据库]列表新增导入的数据库记录",2
数据资产-元数据,验证导入元数据交互&显示正常,数据源A已引入资产，数据源A里有数据库进行了数据同步,"1. 进入【元数据-元数据管理】页面，选中一个数据源A，进入【数据库】页面，点击导入元数据，显示导入数据源弹窗，查看[选择导入内容]
2. 点击[下载模板]，查看下载的模板文件的内容","1. [字段元数据]后面新增[数据库元数据]
2. 模板文件内容的目录包含：
1）数据库名称
2）数据源A的数据库元模型中自定义的属性信息",2
数据资产-元数据,验证[数据库]页面内容显示正确,已有数据源引入资产，已有数据源的数据表了进行的数据同步,1. 进入【元数据-元数据管理】页面，选择一个数据源，进入【数据库】页面，查看数据库列表内容,"1. 展示信息如下：
1)数据库:${数据库}
2)数据表数量:${数据表数量}
3)存储大小:${存储大小}
4)系统名称:${系统名称}（未设置显示为：--)
5)表生命周期:${表生命周期}（未设置显示为：--）
6)更新时间：${最近更新时间}
7)操作:编辑、查看详情",2
数据资产-元数据,验证[数据库]页面显示正确,已有数据源引入资产，已有数据源的数据表了进行的数据同步,1. 进入【元数据-元数据管理】页面，选择一个数据源，进入【数据库】页面，查看页面显示信息,"1. 展示内容如下：
1）列表展示字段：数据库、数据表数量、存储大小、系统名称、表生命周期、更新时间、操作
2）按钮：导入元数据
3）左上角数据库查询输入框",2
数据资产-元数据,验证[删除]属性功能正常,[数据库元模型]已经存在属性记录,1. 进入【元数据-元数据模型-数据库元模型】页面，选择一条属性记录，点击[删除]，确认弹窗继续点击[删除],"1. 1） 系统提示删除成功，该条记录从列表中消失，总记录数减1
2）属性列表该条记录被删
3）【元数据管理】中应用了该属性的数据源类型的数据库的详情中该属性被删除",2
数据资产-元数据,验证[编辑]功能正常_取消,[数据库元模型]已经存在属性记录,"1. 进入【元数据-元数据-数据库元模型】页面，选择一条属性记录，点击[编辑]，进入[编辑属性]页面，点击“取消“
2. 再次选择一条枚举类型的属性记录，点击[编辑]，进入[编辑属性]页面，点击“×“","1. 1）关闭弹窗，返回[数据库元模型]属性列表页面
2）所编辑的[属性]没有修改
2. 1）关闭弹窗，返回[数据库元模型]属性列表页面
2）所编辑的[属性]没有修改",2
数据资产-元数据,验证[编辑]功能正常_枚举类型,[数据库元模型]已经存在枚举类型的属性记录，有枚举值,"1. 进入【元数据-元数据模型-数据库元模型】页面，选择一条枚举类型的属性记录，点击[编辑]，
1）修改[属性中文名]
2）修改[是否必填]信息
3）修改枚举值
4）点击【保存】
5）点击【取消】","1. 1.不可修改项：属性名、属性类型、应用数据源类型
1）可以修改保存
2）可以进行切换
3）枚举值可以进行编辑、上下移动、删除
4）【元数据管理】中应用了该属性的数据源类型的数据库的[属性中文名]、[必填/非必填形式]、枚举值更新为修改后的内容
5）退出编弹窗，再次编辑无历史编辑记录",1
数据资产-元数据,验证[编辑]功能正常_文本框类型,[数据库元模型]已经存在文本框类型的属性记录,"1. 进入【元数据-元数据模型-数据库元模型】页面，选择一条文本框类型的属性记录，点击[编辑]，
1）修改[属性中文名]
2）修改[是否必填]信息
3）修改字段类型
4）点击【保存】
5）点击【取消】","1. 1.不可修改项：属性名、属性类型、应用数据源类型
1）可以修改保存
2）可以进行切换
3）下拉框显示bigint与string两种类型，能进行切换
4）【元数据管理】中应用了该属性的数据源类型的数据库的[属性中文名]、[必填/非必填形式]、字段类型更新为修改后的内容
5）退出编弹窗，再次编辑无历史编辑记录",1
数据资产-元数据,验证编辑[选项]显示&交互正确,[数据库元模型]已经存在枚举类型的属性记录,"1. 进入【元数据-元数据模型-数据库元模型】页面，选择一条枚举类型的属性记录，点击[编辑]，显示编辑属性弹窗，点击增加一个[选项]的枚举值，输入枚举值，失焦
2. 任选一个枚举项，修改内容，失焦
3. 任选一个枚举项，点击右侧的”删除“，显示提示弹窗，查看弹窗内容展示信息
4. 点击”删除“
5. 点击枚举项右侧的“上移”/“下移”","1. 正常回显输入的枚举值
2. 1）正常回显修改后的内容
2）【元数据管理】中已经应用了该枚举项的数据库的内容更新为修改后的内容
3. 展示信息：已应用该选项的属性信息将会清除
按钮：取消、删除
4. 1）选项列表删除该条枚举记录
2）【元数据管理】中已经应用了该枚举项的数据库的内容更新为修改后的内容
5. 枚举项上移/下移",2
数据资产-元数据,验证编辑[是否必填]显示&交互正确,[数据库元模型]已经存的属性记录,"1. 进入【元数据-元数据模型-数据库元模型】页面，选择一条属性记录，点击[编辑]，显示编辑属性弹窗，查看[是否必填]
2. 选择任意选项，失焦","1. 1）单选
2）可选择“必填”/“非必填”
2. 正常回显选择的项",2
数据资产-元数据,验证编辑[属性中文名]显示&交互正确,[数据库元模型]已经存在属性记录,"1. 进入【元数据-元数据模型-数据库元模型】页面，选择一条属性记录，点击[编辑]，显示编辑属性弹窗，修改[属性中文名]为空，失焦
2. [属性中文名]输入非法字符（包含字母、数字、下划线之外的字符），失焦
3. [属性中文名]输入超过50字符
4. [属性中文名]输入已存在的属性中文名，正确填写其他项，点击确认","1. 1）置灰提示信息：仅支持中英文、数字与下划线
2）输入框变红，且下方提示：属性中文名不能为空
2. 输入框变红，且下方红字提示：”名称只允许包含中英文、数字和下划线且不超过50个字符“
3. 超过50字符，无法继续输入
4. 提示弹窗显示：属性中文名存在重名,请重试",2
数据资产-元数据,验证[编辑]弹窗内容回显正确_枚举类型,[数据库元模型]已经存在枚举类型的属性记录,1. 进入【元数据-元数据模型-数据库元模型】页面，选择一条枚举类型的属性记录，点击[编辑],"1. 1)属性名：${新建时保存的属性名}，不可编辑
2)属性中文名：${最近保存的属性中文名}
3)属性类型：枚举，不可编辑
4)选项：${最近保存的选项信息}
5)是否必填：${最近保存的是否必填信息}
6)应用数据源类型：${新建时保存的应用数据源类型}，不可编辑",2
数据资产-元数据,验证[编辑]弹窗内容回显正确_文本框类型,[数据库元模型]已经存在文本框类型的属性记录,1. 进入【元数据-元数据模型-数据库元模型】页面，选择一条文本框类型的属性记录，点击[编辑]，查看编辑属性弹窗显示内容,"1. 1)属性名：${新建时保存的属性名}，不可编辑
2)属性中文名：${最近保存的属性中文名}
3)属性类型：文本框，不可编辑
4)字段类型：${新建时保存的字段类型}，不可编辑
5)是否必填：${最近保存的是否必填信息}
6)应用数据源类型：${新建时保存的应用数据源类型}，不可编辑",2
数据资产-元数据,验证[编辑]页面显示正确_枚举类型,[数据库元模型]已经存在枚举类型的属性记录,1. 进入【元数据-元数据模型-数据库元模型】页面，选择一条枚举类型的属性记录，点击[编辑],"1. 1）title：编辑属性
2）展示字段：*属性名、*属性中文名、*属性类型、*选项、*是否必填、*应用数据源类型
3）按钮：取消、确定、X",2
数据资产-元数据,验证[编辑]页面显示正确_文本框类型,[数据库元模型]已经存在文本框类型的属性记录,1. 进入【元数据-元数据模型-数据库元模型】页面，选择一条文本框类型的属性记录，点击[编辑]，查看编辑属性弹窗显示内容,"1. 1）title：编辑属性
2）展示字段：*属性名、*属性中文名、*属性类型、*字段类型、*是否必填、*应用数据源类型
3）按钮：取消、确定、X",2
数据资产-元数据,验证新增属性功能正常_取消,无,"1. 进入【元数据-元数据-数据库元模型】页面，点击“新增属性”，填写所有必填项，点击“取消“
2. 点击“新增属性”，填写所有必填项，点击“×“","1. 1）关闭弹窗，返回[数据库元模型]属性列表页面
2）[属性]列表不新增记录
2. 1）关闭弹窗，返回[数据源元模型]属性列表页面
2）[属性]列表不新增记录",2
数据资产-元数据,验证新增属性功能正常_枚举类型,无,1. 进入【元数据-元模型管理-数据库元模型】页面，点击“新增属性”，填写所有必填项，[属性类型]选择枚举，正确填写其他必填信息，点击确定,"1. 1）属性添加成功，关闭弹窗，返回【数据库元模型】页面
2）列表新增1条枚举类型的属性记录，内容与新建的一致",2
数据资产-元数据,验证新增属性功能正常_文本框类型,无,1. 进入【元数据-元模型管理-数据库元模型】页面，点击“新增属性”，填写所有必填项，[属性类型]选择文本框，正确填写所有必填信息，点击确定,"1. 1）属性添加成功，关闭弹窗，返回【数据库元模型】页面
2）列表新增1条文本框类型的属性记录，内容与新建的一致",2
数据资产-元数据,验证[应用数据类型]显示&交互正确,无,"1. 进入【元数据-元数据模型-数据库元模型】页面，点击“新增属性”,显示弹窗，查看[应用数据类型]选项内容
2. 点击选择框
3. 选择任意选项，失焦","1. 置灰提示：请选择应用数据类型
2. 1）默认选择全部
2）支持多选
3. 正常回显选择的项",2
数据资产-元数据,验证[是否必填]显示&交互正确,无,"1. 进入【元数据-元数据模型-数据库元模型】页面，点击“新增属性”,显示弹窗，查看[是否必填]选项内容
2. 选择任意选项，失焦","1. 1）单选
2）枚举值：“必填”、“非必填”
2. 正常回显选择的项",2
数据资产-元数据,验证[属性类型]&[选项]显示&交互正确,无,"1. 进入【元数据-元数据模型-数据库元模型】页面，点击“新增属性”,显示弹窗，点击[属性类型]输入框
2. [属性类型]选择枚举
3. 在第一个文本输入行输入枚举值，失焦
4. 点击第一个文本输入行右侧的”删除“
5. 点击文本输入框
6. 点击文本输入框右侧的“上移”/“下移”","1. 下拉列表展示：文本框、枚举
2. [属性类型]下面新增一个[选项]字段和文本输入行
3. 正常回显输入的枚举值
4. 枚举值删除成功，系统给出删除成功提示，该记录从列表中消失
5. 可以对枚举值内容进行编辑
6. 文本输入行上移/下移",2
数据资产-元数据,验证[属性类型]&[字段类型]显示&交互正确,无,"1. 进入【元数据-元数据模型-数据库元模型】页面，点击“新增属性”,显示弹窗，点击[属性类型]输入框
2. [属性类型]选择文本框
3. 查看[字段类型]的下拉框","1. 下拉列表展示：文本框、枚举
2. [属性类型]下面新增一个[字段类型]字段和选择框
3. 1)默认是string
2)可以选择bigint\string",2
数据资产-元数据,验证[属性中文名]显示&交互正确,无,"1. 进入【元数据-元数据模型-数据库元模型】页面，点击“新增属性”，显示[新增属性]弹窗
2. [属性中文名]为空，失焦
3. [属性中文名]输入非法字符（包含字母、数字、下划线之外的字符），失焦
4. [属性中文名]输入超过50字符
5. [属性中文名]输入已存在的属性中文名，正确填写其他项，点击确认","1. [属性中文名]置灰提示信息：仅支持中英文、数字与下划线
2. 输入框变红，且下方红字提示：”属性中文名不能为空“
3. 输入框变红，且下方红字提示：”名称只允许包含中英文、数字和下划线且不超过50个字符“
4. 超过50字符，无法继续输入
5. 提示弹窗显示：属性中文名存在重名,请重试",2
数据资产-元数据,验证[属性名]显示&交互正确,无,"1. 进入【元数据-元数据模型-数据库元模型】页面，点击“新增属性”，显示[新增属性]弹窗
2. [属性名]为空，失焦
3. [属性名]输入非法字符（包含字母、数字、下划线之外的字符），失焦
4. [属性名]输入超过50字符
5. [属性名]输入已存在的属性名，正确填写其他项，点击确认","1. [属性名]置灰提示信息：仅支持字母、数字与下划线
2. 输入框变红，且下方红字提示：”属性名不能为空“
3. 输入框变红，且下方红字提示：”名称只允许包含中英文、数字和下划线且不超过50个字符“
4. 超过50字符，无法继续输入
5. 提示弹窗显示：属性名存在重名,请重试",2
数据资产-元数据,验证[新增属性]页面显示正确,无,"1. 进入【元数据-元数据模型-数据库元模型】页面，点击“新增属性”,查看弹窗内容展示","1. 1)title:新增属性
2)展示字段：属性名、属性中文名、属性类型、是否必填、应用数据源类型
3)按钮：取消、确定、×",2
数据资产-元数据,验证[数据库元模型]查询功能正确,[数据库元模型]中至少存在1条属性记录,"1. 进入【元数据-元模型管理-数据库元模型】页面，查看输入框提示内容
2. [属性名]输入框输入”A“，点击【查询】按钮
3. 清空[属性名]、[属性类型]输入框，[属性中文名]输入框输入”A“，点击【查询】按钮
4. 清空[属性名]、[属性中文名]输入框，[属性类型]选择文本框\枚举，点击【查询】按钮
5. [属性名]输入框输入”A“，[属性中文名]输入框输入”A“，[属性类型]选择文本框\枚举，点击【查询】按钮
6. 点击【重置】按钮","1. 1）[属性名]置灰提示“请输入属性名“
2）[属性中文名]置灰提示“请输入属性中文名”
3）[属性类型]置灰提示“请选择属性类型”
2. 展示所有属性记录
3. 展示”属性中文名“包含”A“的所有属性
4. 展示”属性类型“为文本框\枚举类型的所有属性
5. 展示”属性名“包含”A“并且属性中文名“包含”A“同时属性类型为文本框\枚举类型的所有属性
6. 1）输入框清空
2）返回所有的属性记录",1
数据资产-元数据,验证分页功能正常,已有超过20条属性记录,"1. 进入【元数据-元模型管理-数据库元模型】页面，检查分页控件
2. 点击页码
3. 点击“<”
4. 点击“>”
5. 切换每页展示数量
6. 输入跳转的页数，回车","1. 1）每页显示20条记录
2）底部展示“共x条数据”，可选每页展示10/20/50/100条数据
2. 跳转至对应的页码页面
3. 向前翻页
4. 向后翻页
5. 每页展示记录数为切换后的数量
6. 跳转至对应的页码页面",2
数据资产-元数据,验证属性列表页面内容展示正确,[数据库元模型]中已经存在属性记录,1. 进入【元数据-元模型管理-数据库元模型】页面，查看属性列表展示数据内容,"1. 展示字段依次为：
1)属性名：${新建时保存的属性名}
2)属性中文名：${最新编辑后保存的属性中文名 }
3)属性类型：${最新编辑后保存的属性类型}
4)是否必填：${最新编辑后保存的是否必填信息}
5)应用数据源类型：${新建时保存的应用数据源类型}
6)最近修改时间操作：${最近修改时间} ，格式为：yyyy-mm-dd hh:mm:ss
7)操作：编辑、删除",1
数据资产-元数据,验证属性列表页面显示正确,无,1. 进入【元数据-元模型管理-数据库元模型】页面，查新属性列表,"1. 1)展示字段依次为：属性名、属性中文名、属性类型、是否必填、应用数据源类型、最近修改时间、操作
2)按钮：查询、重置、新增属性
3)底部分页控件",2
数据资产-元数据,验证[元模型管理]页面显示&交互正确,无,"1. 进入【元数据-元模型管理】页面，查看页面内容
2. 点击[数据库元模型]","1. [字段元模型]后面新增[数据库元模型]
2. 进入[数据库元模型]页面",2
