所属模块,用例标题,前置条件,步骤,预期结果,优先级
数据资产-数据标准-码表管理,验证“被引用数量”排序功能,无,"1. 进入【“被引用数量”排序功能】页面
2. 点击“被引用数量”上三角
3. 点击“被引用数量”下三角","1. 成功进入【“被引用数量”排序功能】页面，页面内容正常加载显示，无报错
2. 代码按照“被引用数量”升序展示
3. 代码按照“被引用数量”降序展示",3
数据资产-数据标准-码表管理,验证列表筛选功能,进入 数据标准->码表管理 页面,"1. 进入【列表筛选功能】页面
2. 选择代码目录A
3. 按代码名称，代码编号模糊搜索代码
4. 更新用户选择admin@dtstack.com","1. 成功进入【列表筛选功能】页面，页面内容正常加载显示，无报错
2. 码表管理页面显示代码目录A下的全部代码
3. 码表管理页面正确筛选并展示模糊匹配的全部代码
4. 码表管理页面正确筛选并展示更新用户为admin@dtstack.com的全部代码",3
数据资产-数据标准-码表管理,验证数据标准->码表管理 无数据时【导出代码】二次确认提示,无；1,1. 进入 数据标准->码表管理 2. 点击【导出代码】按钮,"1. 成功进入数据标准->码表管理 2. 点击【导出代码】按钮，页面内容正常加载显示，无报错
  （补充：2. 二次确认提示“当前无可导出的内容”）",2
数据资产-数据标准-码表管理,验证数据标准->码表管理 有数据时【导出代码】二次确认提示,无；1,1. 进入 数据标准->码表管理 2. 点击【导出代码】按钮,"1. 成功进入数据标准->码表管理 2. 点击【导出代码】按钮，页面内容正常加载显示，无报错
  （补充：2. 二次确认提示“请确认是否导出当前列表代码信息）",2
数据资产-数据标准-码表管理,验证数据标准->码表管理 【导出代码】按钮,无；1,1. 进入 数据标准->码表管理 页面下观察页面,"1. 成功进入数据标准->码表管理 页面下观察页面，页面内容正常加载显示，无报错
  （补充：2. 存在'导出代码'按钮）",1
数据资产-数据质量,验证概览-告警汇总-取消图标可点击下钻,无,"1. 进入【任务实例查询】查看该任务实例
2. 点击告警汇总内的图标或信息无法进行跳转
3. 点击右上角查看更多","1. 成功进入【任务实例查询】查看该任务实例页面，页面内容正常加载显示，无报错
2. 
3. 展示更多告警信息",3
数据资产-数据质量,验证概览-表质量排名-列表数据,无,"1. 进入【任务实例查询】查看该任务实例
2. 默认展示当日质量分前10名数据
3. 筛选显示不同数据源信息
4. 点击查看质量报告","1. 成功进入【任务实例查询】查看该任务实例页面，页面内容正常加载显示，无报错
2. 展示数据与实际质量项目内所【运行】的规则任务一致
3. 展示不同数据源下不同表信息且符合排名规则
4. 跳转具体表的质量报告信息",3
数据资产-数据地图,验证概览-表质量排名-相似数据源同一张表,无,"1. 进入【任务实例查询】查看该任务实例
2. 相同底层数据源，通过2个不同数据源名称引入资产（创建项目）
3. 使用2个不同的质量任务分别针对这两个数据源下同一张表进行质量校验
4. 查看质量分排名","1. 成功进入【任务实例查询】查看该任务实例页面，页面内容正常加载显示，无报错
2. 
3. 
4. 记录为不同数据源下表分别的质量评分",3
数据资产-数据质量,验证概览-表质量排名-删除任务,无,"1. 进入【任务实例查询】查看该任务实例
2. 创建多条质量任务，在表质量排名有数据展示后，删除第一条质量任务","1. 成功进入【任务实例查询】查看该任务实例页面，页面内容正常加载显示，无报错
2. 质量报告，概览中的表质量排名，都没有该任务评分",3
数据资产-数据质量,验证概览-表质量排名-次日更新,无,"1. 进入【任务实例查询】查看该任务实例
2. 创建一条质量任务，并使得其校验失败触发告警
3. 多次运行该质量任务，查看概览中该表质量分情况
4. 最后一次运行结束后，不再进行任务运行，等到第二天查看该表质量分","1. 成功进入【任务实例查询】查看该任务实例页面，页面内容正常加载显示，无报错
2. 
3. 每次运行结束后，表质量分都重新计算
4. 该表质量分恢复为--分",2
数据资产-数据质量,验证任务状态（手动停止）筛选正常,无,"1. 进入【任务实例查询】查看该任务实例
2. 准备一个手动停止的任务“状态”列筛选“手动停止”","1. 成功进入【任务实例查询】查看该任务实例页面，页面内容正常加载显示，无报错
2. 列表展示状态为“手动停止”的任务实例",3
数据资产-数据质量,验证中途停止功能正常,无,"1. 进入【任务实例查询】查看该任务实例
2. 运行一个质量任务等待任务为运行中状态时，点击【停止】","1. 成功进入【任务实例查询】查看该任务实例页面，页面内容正常加载显示，无报错
2. 任务状态变为“手动停止”底层任务也被取消",3
数据资产-数据质量,验证任务停止-验证任务停止交互与显示,无,"1. 进入【任务实例查询】查看该任务实例
2. 运行质量任务任务状态为“等待运行”
3. 任务状态流转为“运行中”
4. 任务状态流转为非“运行中”或非“手动停止”
5. 点击【停止】","1. 成功进入【任务实例查询】查看该任务实例页面，页面内容正常加载显示，无报错
2. “操作”列无操作按钮
3. “操作”列显示“停止”按钮
4. “操作”列无操作按钮
5. 任务状态流转为“手动停止”；“操作”列显示“运行”按钮；“任务名称”/“表”不可点击",2
数据资产-数据质量,验证脏数据管理-到期删除脏数据表,无,"1. 进入【任务实例查询】查看该任务实例
2. 1）配置dm for oracle数据源类型的数据源的脏数据库2）“数据存储时效”为1天3）运行dm for oracle数据源类型的单表校验任务，并使其校验不通过
3. 第二天查看该脏数据表","1. 成功进入【任务实例查询】查看该任务实例页面，页面内容正常加载显示，无报错
2. 脏数据表生成，且表数据正确，页面内容与实际数据一致，各字段显示正常，无报错或异常提示
3. 该脏数据表被删除",2
数据资产-数据质量,验证编辑脏数据存储库,"1）进入【数据质量】-【脏数据管理】页面
2）准备dm for oracle数据源下的表单表校验任务
3）开启独立存储，开启“脏数据存储”","1. 进入【任务实例查询】查看该任务实例
2. 点击编辑
3. 1）点击编辑2）查看独立存储弹窗
4. 1）点击编辑2) 点击否3）脏数据存储库选择xxx4）点击确定","1. 成功进入【任务实例查询】查看该任务实例页面，页面内容正常加载显示，无报错
2. 弹出编辑独立存储弹窗
3. 1）检验数据源显示正确，置灰2）是否存储到源库默认选中“是”3）数据存储时效默认为90
4. 1）弹窗关闭2）dm for oracle数据源下的脏数据库的脏数据存储库列显示xxx",2
数据资产-数据质量,验证脏数据管理-设置,开启独立存储,"1. 进入【任务实例查询】查看该任务实例
2. 1）开启“脏数据存储”2）异常任务，查看明细
3. 1）关闭“脏数据存储”2）异常任务，查看明细","1. 成功进入【任务实例查询】查看该任务实例页面，页面内容正常加载显示，无报错
2. 显示异常数据并能下载成功，系统给出成功反馈，相关页面/数据状态更新为最新
3. 不显示异常数据且不支持下载",1
数据资产-数据质量,验证脏数据管理-查询,无,"1. 进入【任务实例查询】查看该任务实例
2. 开启“独立存储”
3. 查看“数据源类型”下拉项
4. “数据源类型”选择dm for oracle数据源类型","1. 成功进入【任务实例查询】查看该任务实例页面，页面内容正常加载显示，无报错
2. 列表展示dm for oracle数据源记录
3. 下拉项包含dm for oracle数据源类型
4. 列表返回dm for oracle数据源类型的数据源记录",2
数据资产-数据质量-规则任务配置,验证单表校验-质量报告,无,"1. 进入【任务实例查询】查看该任务实例
2. 运行dm for oracle数据源的单表校验任务
3. 查看“最近30次表级统计”","1. 成功进入【任务实例查询】查看该任务实例页面，页面内容正常加载显示，无报错
2. 该任务质量评分数据以及其他统计信息正确，页面内容与实际数据一致，各字段显示正常，无报错或异常提示
3. 记录数：只统计每次表行数规则校验失败时的实际表行数；总告警数：只统计每次校验不通过的规则数",2
数据资产-数据质量-规则任务配置,验证单表校验-运行-校验不通过,"1）准备dm for oracle数据源下的表单表校验任务
2）规则配置完整性校验/准确性校验/规范性校验/唯一性校验/自定义SQL；且配置的规则会使任务校验不通过；
3）开启脏数据存储
4）运行该任务；","1. 进入【任务实例查询】查看该任务实例
2. 1）进入【任务实例查询】查看该任务实例2）查看“监控报告”（点击表名）
3. 1）进入【任务实例查询】查看该任务实例2）查看“监控报告“-查看明细
4. 1）进入【任务实例查询】查看该任务实例2）“监控报告”-“查看明细”-下载
5. 1）进入【任务实例查询】查看该任务实例2）查看“表级报告”（点击表名）","1. 任务状态流转正确，页面内容与实际数据一致，各字段显示正常，无报错或异常提示
2. 监控报告显示校验规则正确，页面内容与实际数据一致，各字段显示正常，无报错或异常提示
3. 异常数据展示内容完整，各字段值与系统记录一致，页面内容与实际数据一致，各字段显示正常，无报错或异常提示
4. 1）下载文件成功；2）文件显示异常数据正确，页面内容与实际数据一致，各字段显示正常，无报错或异常提示
5. 表级报告展示的数据正确，页面内容与实际数据一致，各字段显示正常，无报错或异常提示",2
数据资产-数据质量-规则任务配置,验证单表校验-运行-校验通过,"1）准备dm for oracle数据源下的表单表校验任务
2）规则配置完整性校验/准确性校验/规范性校验/唯一性校验/自定义SQL；且配置的规则会使任务校验通过
3）运行该任务；","1. 进入【任务实例查询】查看该任务实例
2. 1）进入【任务实例查询】查看该任务实例2)查看“监控报告”（点击表名）
3. 1）进入【任务实例查询】查看该任务实例2)查看“表级报告”（点击表名）","1. 任务状态流转正确，页面内容与实际数据一致，各字段显示正常，无报错或异常提示
2. 监控报告显示校验规则正确，页面内容与实际数据一致，各字段显示正常，无报错或异常提示
3. 表级报告展示的数据正确，页面内容与实际数据一致，各字段显示正常，无报错或异常提示",1
数据资产-数据质量-规则任务配置,验证单表校验-编辑,无,"1. 进入【任务实例查询】查看该任务实例
2. 1）查看规则列表页2）点击单表校验规则表名3）修改规则名称
3. 1）查看规则列表页2）点击单表校验规则表名3）添加监控规则
4. 1）查看规则列表页2）点击单表校验规则表名3）修改监控规则
5. 1）查看规则列表页2）点击单表校验规则表名3）删除监控规则
6. 1）查看规则列表页2）点击单表校验规则表名3）编辑调度属性","1. 成功进入【任务实例查询】查看该任务实例页面，页面内容正常加载显示，无报错
2. 规则名称修改成功，系统给出成功反馈，相关页面/数据状态更新为最新
3. 规则添加成功，系统给出成功反馈，相关页面/数据状态更新为最新
4. 规则修改成功，系统给出成功反馈，相关页面/数据状态更新为最新
5. 规则删除成功，系统给出删除成功提示，该记录从列表中消失
6. 调度属性编辑成功，系统给出成功反馈，相关页面/数据状态更新为最新",2
数据资产-数据质量-规则任务配置,验证单表校验-创建,无,"1. 进入【任务实例查询】查看该任务实例
2. 1）【规则任务配置】新建单表校验规则；2）数据表选择dm for oracle数据源类的表；3）规则配置完整性校验/准确性校验/规范性校验/唯一性校验/自定义SQL
3. 1)查看规则列表页2)点击表名
4. 1)查看规则列表页2)点击表名3)详情抽屉中点击“规则SQL”的【查看】","1. 成功进入【任务实例查询】查看该任务实例页面，页面内容正常加载显示，无报错
2. 系统提示任务创建成功，任务列表中出现新创建的任务记录
3. 1）弹出任务详情抽屉2）任务详情面板正常弹出，任务名称、数据源、调度周期等字段内容与实际配置一致，无异常
4. 显示当前任务拼接的SQL",1
数据资产-数据质量,验证规则集-下载不同版本规则文件,无,"1. 进入【任务实例查询】查看该任务实例
2. 1）进入“查看详情”抽贴2）查看规则内容历史版本号-下载规则文件
3. 下载另一个版本的规则文件","1. 成功进入【任务实例查询】查看该任务实例页面，页面内容正常加载显示，无报错
2. 1）下载功能正常，文件名格式：${版本}_rule_collection_${下载日期}.xls2）下载的文件内容正确，为对应版本的规则信息
3. 不同版本的对应规则文件内容正确，页面内容与实际数据一致，各字段显示正常，无报错或异常提示",3
数据资产-数据质量,验证规则集-查看详情,"1.校验平台管理引入dm for oracle数据源
2.dm for oracle数据源对质量项目test授权","1. 进入【任务实例查询】查看该任务实例
2. 1）数据质量页面，点击规则任务配置2）选择规则集A点击","1. 成功进入【任务实例查询】查看该任务实例页面，页面内容正常加载显示，无报错
2. 1）顶部显示“规则集名称”2）基础信息展示内容完整，各字段值与系统记录一致：规则集名称、数据源、描述3）规则页面展示字段：表名、数据库、数据量、最近更新时间，内容与元数据系统一致",3
数据资产-数据质量,验证规则集-运行,"1.校验平台管理引入dm for oracle数据源
2.dm for oracle数据源对质量项目test授权","1. 进入【任务实例查询】查看该任务实例
2. 1）创建规则集A，“校验数据源”选择dm for oracle2）导入规则集文件（文件中包含dm for oracle数据源下表的校验SQL，且SQL可执行）3）立即执行
3. 1）创建规则集A，“校验数据源”选择dm for oracle2）导入两个规则集文件（文件中包含dm for oracle数据源下表的校验SQL，且第一个SQL可执行，第二个SQL不可执行）3）立即执行","1. 成功进入【任务实例查询】查看该任务实例页面，页面内容正常加载显示，无报错
2. 规则集运行正常，功能行为符合预期，无报错或异常
3. 任务校验失败",1
数据资产-数据质量,验证规则集-创建,"1.校验平台管理引入dm for oracle数据源
2.dm for oracle数据源对质量项目test授权","1. 进入【任务实例查询】查看该任务实例
2. 1）创建规则集A，“校验数据源”选择dm for oracle2）导入规则集文件（文件中包含dm for oracle数据源下表的校验SQL）","1. 成功进入【任务实例查询】查看该任务实例页面，页面内容正常加载显示，无报错
2. 创建规则集流程正常，功能行为符合预期，无报错或异常",1
数据资产-数据模型,验证模型建表，DM For Oracle生命周期功能,无,"1. 进入数据模型-建表-新建表，选择数仓层级-原始数据层，选择对应的规范设计选项
2. 数据模型新建表，生命周期为999
3. 编辑表，生命周期修改为99
4. 在元数据管理查看生命周期
5. 元数据管理编辑，生命周期修改为9
6. 进入表详情查看生命周期","1. 成功进入数据模型-建表-新建表，选择数仓层级-原始数据层，选择对应的规范设计选项页面，页面内容正常加载显示，无报错
2. 系统提示新建成功，列表顶部出现新建的记录，记录内容与填写一致
3. 系统提示修改成功，页面显示修改后的最新内容
4. 生命周期也为99
5. 系统提示修改成功，页面显示修改后的最新内容
6. 生命周期为9",2
数据资产-数据模型,验证DM For Oracle建表时，规范设计功能,无,"1. 进入数据模型-建表-新建表，选择数仓层级-原始数据层，选择对应的规范设计选项
2. 填写字段信息，查看建表语句
3. 建表后，选择原始数据层，查看右侧表展示
4. 查看表详情","1. 表名称和所选规范设计符合
2. 建表语句正确，页面内容与实际数据一致，各字段显示正常，无报错或异常提示
3. 有新建的表
4. 数据正确，页面内容与实际数据一致，各字段显示正常，无报错或异常提示",2
数据资产-数据模型,验证建表语句解析功能,无,1. 进入数据模型-建表，第二步选择建表语句模式，写入建表语句，点击解析,1. 解析结果正确，页面内容与实际数据一致，各字段显示正常，无报错或异常提示,2
数据资产-数据模型,验证数据模型编辑功能,无,"1. 进入数据模型-建表-编辑表，查看字段展示
2. 新增字段","1. 原有字段不允许编辑和删除
2. 新增正常，允许编辑和删除",1
数据资产-数据模型,验证字段支持选择分区字段功能,无,"1. 进入数据模型-建表-新建表，选择DM for Oracle类型的数据源/数据库，在第二步表结构，字段勾选分区字段
2. 点击范围分区的设置按钮","1. 允许勾选，分区类型默认为范围分区
2. 1）弹出范围分区设置弹窗2）可以填写分区名和最大值，允许新增删除",1
数据资产-数据模型,验证主键交互功能,无,"1. 进入数据模型-建表-新建表，选择DM for Oracle类型的数据源/数据库，在第二步表结构，字段不勾选主键
2. 字段勾选主键","1. 非null允许勾选
2. 1）支持选择2）选择后非null自动勾选且不可编辑",2
数据资产-数据模型,验证decimal类型的字段属性,无,"1. 进入数据模型-建表-新建表，选择DM for Oracle类型的数据源/数据库，在第二步表结构，选择decimal类型
2. 修改数值长度，确定范围
3. 修改精度，确定范围","1. 支持设置数值长度和字段精度
2. 允许的范围为1-38
3. 最小值为0，最大值不超过数值长度",2
数据资产-数据模型,验证char类型的字段属性,无,"1. 进入数据模型-建表-新建表，选择DM for Oracle类型的数据源/数据库，在第二步表结构，选择char类型，查看字符长度
2. 修改字符长度为256","1. 默认为255
2. 最大值为255",2
数据资产-数据模型,验证varchar类型的字段属性,无,"1. 进入数据模型-建表-新建表，选择DM for Oracle类型的数据源/数据库，在第二步表结构，选择varchar类型，查看字符长度
2. 修改字符长度为8189","1. 默认为255
2. 最大值为8188",2
数据资产-数据模型,验证模型建表DM for Oracle类型的字段数据类型,无,1. 进入数据模型-建表-新建表，选择DM for Oracle类型的数据源/数据库，在第二步表结构，查看数据类型下拉框,"1. 有类型：TINYINT,SAMLLINT,INT,BIGINT,FLOAT,DOUBLE,DECIMAL,CHAR,VARCHAR,TEXT,DATE,TIME,TIMESTAMP,BLOB,CLOB",2
数据资产-数据模型,验证模型建表DM for Oracle类型的存储格式是否展示,无,1. 进入数据模型-建表-新建表，选择DM for Oracle类型的数据源/数据库，查看表信息展示,1. 表信息存储格式不展示,2
数据资产-数据模型,验证写入数据源支持选择DM for Oracle类型的数据源,无,"1. 进入数据模型-建表-新建表，查看写入数据源下拉框
2. 选择DM for Oracle类型的数据源/数据库","1. 展示DM for Oracle类型的数据源
2. 回填正确，页面内容与实际数据一致，各字段显示正常，无报错或异常提示",1
数据资产-数据模型,验证离线表提示新增DM for Oracle,无,1. 进入数据模型-建表，鼠标悬浮在离线表后的提示上,1. 提示：支持创建Hive、AnalyticDB PostgreSQL、Mysql、StarRocks、Inceptor、DM for Oracle表,2
数据资产-数据质量,验证质量概览查看功能,无,"1. 进入数据质量，查看规则任务
2. 非管理员/管理员，有概览的查看权限点，进入质量概览，查看
3. 非管理员/管理员，没有概览的查看权限点，进入质量概览，查看
4. 非管理员点击概览中展示的表名/点击告警次数、告警规则跳转，查看数据展示
5. 管理员点击概览中展示的表名/点击告警次数、告警规则跳转，查看数据展示","1. 成功进入数据质量，查看规则任务页面，页面内容正常加载显示，无报错
2. 可查看所有数据
3. 不允许查看
4. 只能展示有表权限的相关任务
5. 展示所有数据",2
数据资产-数据质量,验证项目管理权限查看功能,无,"1. 进入数据质量，查看规则任务
2. 非管理员进入数据质量-项目管理
3. 管理员进入数据质量-项目管理","1. 成功进入数据质量，查看规则任务页面，页面内容正常加载显示，无报错
2. 不可查看，不可编辑
3. 可以查看、编辑",2
数据资产-数据质量,验证用户为资产管理员时，数据质量权限功能,无,"1. 进入数据质量，查看规则任务
2. 查看任务实例
3. 查看质量报告","1. 可查看所有数据
2. 可查看所有数据
3. 可查看所有数据",2
数据资产-数据质量,验证用户为非管理员角色时，数据质量权限功能,无,"1. 进入数据质量，查看规则任务
2. 查看任务实例
3. 查看质量报告","1. 只能查看负责的表的相关规则任务
2. 只能查看负责的表的相关任务实例
3. 单表和综合报告均只能查看负责的表的相关报告",1
数据资产-数据质量,验证报告详情导出报告功能,无,"1. 进入数据资产-数据质量-综合报告-查看报告，查看页面右上角
2. 点击导出报告
3. 点击确定
4. 查看导出的pdf文件","1. 操作列新增导出报告按钮
2. 提示“请确认是否导出报告”
3. 以pdf形式导出该表的报告，文件命名为“综合质量报告_admin@dtstack.com(表负责人名称).pdf”
4. 1）近期规则校验异常明细不展示操作列2）其他和平台内报告详情一致",2
数据资产-数据质量,验证综合报告列表导出报告功能,无,"1. 进入数据资产-数据质量-综合报告，查看列表
2. 点击导出报告
3. 点击确定
4. 查看导出的pdf文件","1. 操作列新增导出报告按钮
2. 提示“请确认是否导出报告”
3. 以pdf形式导出该表的报告，文件命名为“综合质量报告_admin@dtstack.com(表负责人名称).pdf”
4. 1）近期规则校验异常明细不展示操作列2）其他和平台内报告详情一致",1
数据资产-数据质量,验证报告详情导出报告功能,无,"1. 进入数据资产-数据质量-单表报告-查看报告，查看页面右上角
2. 点击导出报告
3. 点击确定
4. 查看导出的pdf文件","1. 操作列新增导出报告按钮
2. 提示“请确认是否导出报告”
3. 以pdf形式导出该表的报告，文件命名为“单表质量报告_tablename(数据表名称).pdf”
4. 1）近期规则校验异常明细不展示操作列2）其他和平台内报告详情一致",2
数据资产-数据质量,验证单表报告列表导出报告功能,无,"1. 进入数据资产-数据质量-单表报告，查看列表
2. 点击导出报告
3. 点击确定
4. 查看导出的pdf文件","1. 操作列新增导出报告按钮
2. 提示“请确认是否导出报告”
3. 以pdf形式导出该表的报告，文件命名为“单表质量报告_tablename(数据表名称).pdf”
4. 1）近期规则校验异常明细不展示操作列2）其他和平台内报告详情一致",1
