所属模块,用例标题,前置条件,步骤,预期结果,优先级
计算引擎适配Gaussdb9.1,验证 GaussDB 新建自定义函数(异常场景),无,"1. 进入【离线开发-数据开发-函数管理】页面
2. 选择GaussDB SQL - 自定义函数, 右键【新建自定义函数】
3. 【函数名称】为空, 提交表单
4. 【函数名称】输入123, 提交表单
5. 【函数名称】输入非法字符#¥%, 提交表单
6. 【函数名称】输入21个英文字符, 提交表单
7. 【函数名称】输入20个英文字符, 提交表单
8. 【用途】输入201个字符, 提交表单
9. 【用途】输入200个字符, 提交表单
10. 【SQL】为空, 提交表单
11. 【参数说明】输入201个字符, 提交表单
12. 【参数说明】输入200个字符, 提交表单","1. 成功进入目标页面，页面内容正常加载显示，无报错
2. 弹出【新建自定义函数】弹窗, 内容展示如下:1) 函数类型: 必填标识, 默认展示为GaussDB SQL, 置灰不可点击2) 函数名称: 必填标识, 置灰提示“请输入函数名称”3) 用途: 非必填, 置灰提示“请输入用途”4) SQL: 必填标识, “函数名称”未填写时SQL内函数名称位置为空,置灰提示:create function ${项目标识}.${函数名称}RETURNS character varyingLANGUAGE 'plpgsq!'COST 100VOLATILEAS $BODY$ BEGIN perform “PRO_BU_MAINTAIN“ (to_Char(now(), yyyy-mm-dd')::varchar);RETURN 'ok':END$BODY$;ALTER FUNCTION odS.“PROCOMPUTINTAINCOMPUT“() OWNER TO bi:5) 参数说明: 非必填, 置灰提示“请输入参数说明”6) 存储位置: 必填标识, 默认展示自定义函数, 支持切换自定义函数下创建的文件夹
3. 置红提示: 函数名称不可为空！
4. 置红提示: 函数名称开头必须是英文！
5. 置红提示: 函数名称只能由字母、数字、下划线组成！
6. 置红提示: 函数名称不得超过20个字符！
7. 无红色提示, 【SQL】配置项中自动补充函数名称
8. 置红提示: 请控制在200个字符以内！
9. 无红色提示
10. SQL不能为空！
11. 置红提示: 请控制在200个字符以内！
12. 无红色提示",3
计算引擎适配Gaussdb9.1,验证 GaussDB 任务支持自定义函数,"建表语句:<br /><br />-- 1. 创建银行交易表<br />CREATE TABLE bank_transaction (<br /> txn_id          BIGINT PRIMARY KEY,<br /> account_id       BIGINT NOT NULL,<br /> txn_amount       NUMERIC(18,2) NOT NULL,<br /> txn_type         VARCHAR(20),     -- 例如 'deposit' / 'withdraw'<br /> txn_time         TIMESTAMP WITH TIME ZONE NOT NULL,<br /> txn_currency     VARCHAR(3),      -- 货币 ISO 代码<br /> description      VARCHAR(200)<br />);<br /><br /><br />-- 2. 插入几条测试交易数据<br />INSERT INTO bank_transaction(txn_id, account_id, txn_amount, txn_type, txn_time, txn_currency, description) VALUES<br />(1, 1001, 1000.00, 'deposit', '2025-11-17 10:00:00+08', 'USD', 'Initial deposit'),<br />(2, 1001, 200.00, 'withdraw', '2025-11-17 11:00:00+08', 'USD', 'ATM withdrawal'),<br />(3, 1002, 500.00, 'deposit', '2025-11-17 12:00:00+08', 'EUR', 'Salary deposit'),<br />(4, 1002, 50.00, 'other', '2025-11-17 13:00:00+08', 'EUR', 'Misc fee');<br />","1. 进入【离线开发-数据开发-函数管理】页面
2. 选择GaussDB SQL - 自定义函数, 右键【新建自定义函数】
3. 自定义函数配置如下:
1) 函数名称: calculate_fee
2) 用途: 根据交易类型和金额计算手续费
3) SQL:
CREATE FUNCTION ${项目标识}.calculate_fee
(p_amount NUMERIC, p_type VARCHAR)
RETURNS NUMERIC
LANGUAGE plpgsql
IMMUTABLE
AS $$
DECLARE
v_fee NUMERIC := 0;
BEGIN
IF p_type = 'withdraw' THEN
-- 假设提现手续费 1%
v_fee := p_amount * 0.01;
ELSIF p_type = 'deposit' THEN
-- 存款手续费 固定 2 单位货币
v_fee := 2.00;
ELSE
-- 其它交易类型默认费用
v_fee := p_amount * 0.005;
END IF;
RETURN v_fee;
END;
$$;
4) 参数说明: 无
5) 存储位置: 自定义函数
4. 进入离线开发-周期任务, 创建gaussdb sql任务
5. 执行建表语句并插入数据
6. 调用自定义函数:
SELECT
txn_id,
account_id,
txn_amount,
txn_type,
calculate_fee(txn_amount, txn_type) AS fee,
txn_amount - calculate_fee(txn_amount, txn_type) AS net_amount,
txn_time
FROM bank_transaction;","1. 成功进入目标页面，页面内容正常加载显示，无报错
2. 弹出【新建自定义函数】弹窗, 内容展示如下:
1) 函数类型: 必填标识, 默认展示为GaussDB SQL, 置灰不可点击
2) 函数名称: 必填标识, 置灰提示“请输入函数名称”
3) 用途: 非必填, 置灰提示“请输入用途”
4) SQL: 必填标识, “函数名称”未填写时SQL内函数名称位置为空,置灰提示:
create function ${项目标识}.${函数名称}
RETURNS character varying
LANGUAGE 'plpgsq!'
COST 100
VOLATILE
AS $BODY$ BEGIN perform “PRO_BU_MAINTAIN“ (to_Char(now(), yyyy-mm-dd')::varchar);
RETURN 'ok':
END
$BODY$;
ALTER FUNCTION odS.“PROCOMPUT
INTAINCOMPUT“() OWNER TO bi:
5) 参数说明: 非必填, 置灰提示“请输入参数说明”
6) 存储位置: 必填标识, 默认展示自定义函数, 支持切换自定义函数下创建的文件夹
3. 系统提示添加成功，列表中出现新添加的记录，记录内容与填写一致
4. 系统提示创建成功，列表中出现新创建的记录，记录内容与填写一致
5. 任务执行成功，状态显示为【执行成功/成功】，结果符合预期
6. SQL执行成功, 结果正常返回",1
计算引擎适配Gaussdb9.1,验证 GaussDB 任务支持系统函数,"gaussdb建表语句<br />-- 创建测试表<br />DROP TABLE IF EXISTS customer_transactions;<br />CREATE TABLE customer_transactions (<br /> customer_id       BIGINT,<br /> transaction_id     BIGINT,<br /> amount             NUMERIC(12,2),<br /> transaction_time   TIMESTAMP WITH TIME ZONE,<br /> channel            VARCHAR(50),<br /> tags               TEXT[],<br /> login_count_hll    hll,  -- 用 HLL 统计客户登录 / 交易来源<br /> remarks            TEXT<br />);<br /><br />-- 插入一些示例数据<br />INSERT INTO customer_transactions VALUES<br /> (1, 1001, 200.00, '2025-11-15 10:00:00+08', 'web', ARRAY['first', 'promo'], hll_add(hll_empty(), hll_hash_integer(1)), '首次登录'),<br /> (1, 1002, 150.00, '2025-11-16 12:10:00+08', 'mobile', ARRAY['repeat'], hll_add(hll_empty(), hll_hash_integer(2)), '常规交易'),<br /> (2, 2001, 300.00, '2025-11-15 09:00:00+08', 'web', ARRAY['vip'], hll_add(hll_empty(), hll_hash_integer(1)), 'VIP 客户交易'),<br /> (2, 2002, 450.00, '2025-11-17 14:30:00+08', 'mobile', ARRAY['vip', 'promo'], hll_add(hll_empty(), hll_hash_integer(2)), '促销交易'),<br /> (3, 3001, 500.00, '2025-11-17 08:05:00+08', 'atm', ARRAY['offline'], hll_add(hll_empty(), hll_hash_integer(3)), 'ATM 取款');<br /><br />WITH agg AS (<br /> SELECT<br /> customer_id,<br /> -- 聚合函数<br /> COUNT(*) AS txn_count,<br /> SUM(amount) AS total_amount,<br /> AVG(amount) AS avg_amount,<br /> MIN(amount) AS min_amount,<br /> MAX(amount) AS max_amount,<br /> MIN(transaction_time) AS first_txn_time,<br /> MAX(transaction_time) AS last_txn_time<br /> FROM customer_transactions<br /> GROUP BY customer_id<br />)<br />SELECT<br /> customer_id,<br /> txn_count,<br /> total_amount,<br /> avg_amount,<br /> min_amount,<br /> max_amount,<br /><br /> -- 窗口函数<br /> ROW_NUMBER()     OVER (ORDER BY total_amount DESC)        AS rn_by_amt,<br /> RANK()           OVER (ORDER BY total_amount DESC)        AS rank_by_amount,<br /> DENSE_RANK()     OVER (ORDER BY total_amount DESC)        AS dense_rank_by_amount,<br /> FIRST_VALUE(total_amount) OVER (ORDER BY customer_id)     AS first_total_amount,<br /> LAST_VALUE(total_amount)  OVER (<br /> ORDER BY customer_id<br /> ROWS BETWEEN UNBOUNDED PRECEDING AND UNBOUNDED FOLLOWING<br /> ) AS last_total_amount,<br /> PERCENT_RANK()   OVER (ORDER BY total_amount)              AS pct_rank_amount,<br /><br /> -- 日期函数<br /> current_date                                               AS today,<br /> current_timestamp                                          AS now_ts,<br /> date_trunc('day', first_txn_time)                          AS first_txn_day,<br /> EXTRACT(YEAR FROM first_txn_time)                           AS first_txn_year,<br /> FLOOR( EXTRACT(EPOCH FROM (now_ts - first_txn_time)) / 3600 ) AS hours_since_first_txn<br /><br />FROM agg<br />ORDER BY total_amount DESC;<br /><br /><br />","1. 进入【离线开发-数据开发-周期任务】页面
2. 新建 GaussDB SQL 任务
3. 输入SQL测试语句并执行","1. 成功进入目标页面，页面内容正常加载显示，无报错
2. 系统提示创建成功，列表中出现新创建的记录，记录内容与填写一致
3. 执行成功, 返回3行结果",1
计算引擎适配Gaussdb9.1,验证 GaussDB 任务支持停止运行中的任务,"准备长时间执行 SQL：
select pg_sleep(100);","1. 进入【离线开发-数据开发-周期任务】页面
2. 新建 GaussDB SQL 任务
3. 输入SQL测试语句并执行
4. 点击【停止】","1. 成功进入目标页面，页面内容正常加载显示，无报错
2. 系统提示创建成功，列表中出现新创建的记录，记录内容与填写一致
3. 运行成功, 控制台开始打印日志
4. 运行终止, 日志停止打印",2
计算引擎适配Gaussdb9.1,验证 GaussDB 语法提示功能正常,"<p>gaussdb 数据源中已存在表t_user, 建表语句如下: </p>
<p>
  <div style=“color:#000000;background-color:#FFFFFE;font-family:Menlo, Monaco, ""“>
    <div><span style=“color:#0000ff;“>drop</span> <span style=“color:#0000ff;“>table</span> <span style=“color:#0000ff;“>if</span> <span style=“color:#778899;“>exists</span> t_user;</div>
<br />
<div><span style=“color:#0000ff;“>CREATE</span> <span style=“color:#0000ff;“>TABLE</span> t_user(</div>
    <div>id SERIAL <span style=“color:#0000ff;“>PRIMARY</span> <span style=“color:#0000ff;“>KEY</span>,</div>
    <div>name <span style=“color:#0000ff;“>VARCHAR</span>(<span style=“color:#098658;“>50</span>) ,</div>
    <div>age <span style=“color:#0000ff;“>INT</span>,</div>
    <div>created_at <span style=“color:#0000ff;“>TIMESTAMP</span> <span style=“color:#0000ff;“>DEFAULT</span> <span style=“color:#c700c7;“>CURRENT_TIMESTAMP</span></div>
    <div>);</div>
<br />
</div>
</p>","1. 进入【离线开发-数据开发-周期任务】页面
2. 新建 GaussDB SQL 任务
3. 在编辑器中输入 SEL
4. 输入 SELECT * FROM t_
5. 输入系统函数前缀 RA","1. 成功进入目标页面，页面内容正常加载显示，无报错
2. 系统提示创建成功，列表中出现新创建的记录，记录内容与填写一致
3. 自动提示补全 SELECT
4. 提示补全表名 t_user
5. 自动提示 RANK()",2
计算引擎适配Gaussdb9.1,验证GaussDB全数据类型支持并返回结果,"gaussdb建表语句: <br /><br />-- 创建银行客户账户与交易测试表，涵盖多种 openGauss 支持的数据类型<br />drop table if exists bank_customer_account;<br />CREATE TABLE bank_customer_account (<br />    customer_id            BIGINT,                          -- 数值类型（整型）<br />    account_number          INTEGER,                         -- 账号（整型）<br />    credit_limit             NUMERIC(18,2),                  -- 任意精度（货币类型）<br />    is_premium               BOOLEAN,                         -- 布尔类型<br />    customer_name             VARCHAR(200),                   -- 字符类型<br />    remarks_blob              BYTEA,                           -- 二进制类型<br />    open_date                 DATE,                            -- 日期类型<br />    last_transaction_ts        TIMESTAMP,                       -- 时间戳类型<br />    transaction_interval        TSTZRANGE,                      -- 范围类型 (带时区范围)<br />    customer_uuid              UUID,                            -- UUID 类型 :contentReference[oaicite:0]{index=0}<br />    metadata_json               JSONB,                           -- JSONB 类型 :contentReference[oaicite:1]{index=1}<br />    login_hll                   hll,                             -- HLL 类型 :contentReference[oaicite:2]{index=2}<br />    permission_bits              BIT VARYING(16),                 -- 位串类型 :contentReference[oaicite:3]{index=3}<br />    transaction_counts          INTEGER[],                       -- 数组类型 :contentReference[oaicite:4]{index=4}<br />    object_oid                   OID,                             -- 对象标识符类型 (OID) :contentReference[oaicite:5]{index=5}<br />    config_xml                    XML,                             -- XML 类型 :contentReference[oaicite:6]{index=6}<br />    acct_balance_double         DOUBLE PRECISION,              -- 浮点数 (双精度)<br />    small_balance                 SMALLINT                        -- 小整数<br />);<br /><br />-- 插入一条模拟银行客户账户数据<br />INSERT INTO bank_customer_account VALUES (<br />    1000000000001,                     -- customer_id<br />    12345678,                           -- account_number<br />    250000.50,                          -- credit_limit<br />    TRUE,                               -- is_premium<br />    '李四-高端客户',                      -- customer_name<br />    E'\\xDEADBEEFCAFE',                  -- 备注 (bytea, 十六进制)<br />    DATE '2022-01-15',                   -- open_date<br />    TIMESTAMP '2025-11-17 09:45:30',     -- last_transaction_ts<br />    tstzrange(<br />       TIMESTAMP WITH TIME ZONE '2025-11-01 00:00:00+08',<br />       TIMESTAMP WITH TIME ZONE '2025-11-17 23:59:59+08'<br />    ),                                   -- transaction_interval<br />    '3f50f5a2-9d0b-4f3d-b244-9adbe1f12345', -- customer_uuid<br />    '{“preferred_channel“:“mobile“,“alerts“: [“sms“,“email“]}'::JSONB,  -- metadata_json<br />    hll_empty(),                         -- login_hll (初始 HLL)<br />    B'1011001110001111',                 -- permission_bits (16 位二进制)<br />    ARRAY[5, 10, 15],                     -- transaction_counts (示例数组)<br />    9999::OID,                           -- object_oid (示范一个 OID 值)<br />    '<settings><tier>gold</tier><region>asia</region></settings>'::XML,  -- config_xml<br />    12345.6789,                          -- acct_balance_double<br />    32000                                -- small_balance<br />);<br /><br />-- 查询所有列，验证插入<br />SELECT * FROM bank_customer_account;<br />
<div><br /></div>
<br />","1. 进入【离线开发-数据开发-周期任务】页面
2. 新建GaussDB SQL任务, 输入测试SQL语句并运行
3. 进入【离线开发-数据开发-手动任务】页面
4. 新建GaussDB SQL任务, 输入测试SQL语句并运行
5. 进入【离线开发-数据开发-临时查询】页面
6. 新建GaussDB SQL任务, 输入测试SQL语句并运行","1. 成功进入目标页面，页面内容正常加载显示，无报错
2. 执行成功, 返回结果显示正常，功能行为符合预期，无报错或异常
3. 成功进入目标页面，页面内容正常加载显示，无报错
4. 执行成功, 返回结果显示正常，功能行为符合预期，无报错或异常
5. 成功进入目标页面，页面内容正常加载显示，无报错
6. 执行成功, 返回结果显示正常，功能行为符合预期，无报错或异常",2
计算引擎适配Gaussdb9.1,验证GaussDB数据源项目维度数据库绑定账号功能正常,"GaussDB 数据源已经配置root 和 test_user账号
<p><br /></p>
<div style=“background-color:#282c34;color:#bbbbbb;“>
<pre><span style=“color:#d55fde;font-style:italic;“><span>1. 创建用户（密码自己换）</span> </span></pre>
<pre><span style=“color:#d55fde;font-style:italic;“>CREATE USER </span>test_user <span style=“color:#d55fde;font-style:italic;“>WITH PASSWORD </span><span style=“color:#89ca78;“>'test123456@'</span>; </pre>
<pre><span style=“color:#d55fde;font-style:italic;“><span>2. 建一个专用角色</span> </span></pre>
<pre><span style=“color:#d55fde;font-style:italic;“>CREATE ROLE </span>test_role <span style=“color:#d55fde;font-style:italic;“>PASSWORD </span><span style=“color:#89ca78;“>'test123456@'</span>; </pre>
<pre><span style=“color:#d55fde;font-style:italic;“>3. <span>给这个角色授予访问数据库的权限</span></span></pre>
<pre><span style=“color:#d55fde;font-style:italic;“>GRANT ALL PRIVILEGES ON DATABASE postgres</span> <span style=“color:#D55FDE;font-style:italic;“>TO </span>test_role; </pre>
<pre><span style=“color:#d55fde;font-style:italic;“>4. <span style=“color:#000000;font-family:system-ui, -apple-system, “ font-size:14px;“=““>授予对 public 模式（或其他模式）的 USAGE 权限</span></span></pre>
<pre>
<div style=“background-color:#282c34;color:#bbbbbb;“>
<pre><span style=“color:#d55fde;font-style:italic;“>GRANT USAGE ON SCHEMA </span><span style=“color:#e5c07b;“>test_gaussdb_1 </span><span style=“color:#d55fde;font-style:italic;“>TO </span>test_role;</pre>
</div>
</pre>
<pre><span style=“color:#d55fde;font-style:italic;“>5. <span style=“color:#000000;font-family:system-ui, -apple-system, “ font-size:14px;“=““>授予对 public 模式下所有现有表的 SELECT, INSERT 等权限</span></span></pre>
<pre><span style=“color:#d55fde;font-style:italic;“>GRANT SELECT</span>, <span style=“color:#d55fde;font-style:italic;“>INSERT</span>, <span style=“color:#d55fde;font-style:italic;“>UPDATE</span>, <span style=“color:#d55fde;font-style:italic;“>DELETE ON ALL TABLES IN SCHEMA </span>test_gaussdb_1<span style=“font-style:italic;“> </span><span style=“font-style:italic;color:#D55FDE;“>TO </span>test_role; </pre>
<pre><span style=“color:#d55fde;font-style:italic;“>6. <span style=“color:#000000;font-family:system-ui, -apple-system, “ font-size:14px;“=““>设置未来新建表也自动授权</span></span></pre>
<pre><span style=“color:#d55fde;font-style:italic;“>ALTER DEFAULT PRIVILEGES IN SCHEMA </span>test_gaussdb_1<span style=“font-style:italic;“> </span><span style=“font-style:italic;color:#D55FDE;“>GRANT SELECT</span>, <span style=“font-style:italic;color:#D55FDE;“>INSERT</span>, <span style=“font-style:italic;color:#D55FDE;“>UPDATE</span>, <span style=“font-style:italic;color:#D55FDE;“>DELETE ON TABLES TO </span>test_role; </pre>
<pre><span style=“color:#d55fde;font-style:italic;“>7. <span>把角色授予用户</span></span></pre>
<pre><span style=“color:#d55fde;font-style:italic;“>GRANT </span>test_role <span style=“color:#d55fde;font-style:italic;“>TO </span>test_user;</pre>
</div>
<p><br /></p>
<p><br /></p>
<h4 style=“font-size:16px;color:#111133;font-family:-apple-system, blinkmacsystemfont, “ background-color:#ffffff;“=““>列出当前数据库用户所有可查询的表<span style=“color:#3C4353;font-family:“ font-size:13px;font-weight:normal;“=““></span>
</h4>
  <p><br /></p>
  <p><br /></p>
  <div style=“color:#000000;background-color:#FFFFFE;font-family:Menlo, Monaco,;“>
    <div><span style=“color:#0000ff;“>SELECT</span> </div>
    <div>n.nspname <span style=“color:#0000ff;“>AS</span> <span style=“color:#c700c7;“>schema_name</span>,</div>
    <div>c.relname <span style=“color:#0000ff;“>AS</span> table_name</div>
    <div><span style=“color:#0000ff;“>FROM</span> pg_class c</div>
    <div><span style=“color:#778899;“> JOIN</span> pg_namespace n <span style=“color:#0000ff;“>ON</span> n.oid <span style=“color:#778899;“>=</span> c.relnamespace</div>
    <div><span style=“color:#0000ff;“>WHERE</span> c.relkind <span style=“color:#778899;“>=</span> <span style=“color:#ff0000;“>'r'</span> <span style=“color:#008000;“>-- 普通表</span></div>
    <div><span style=“color:#778899;“> AND</span> has_table_privilege(c.oid, <span style=“color:#ff0000;“>'SELECT'</span>);</div>
  </div>
  <p><br /></p>
  <p><br /></p>
  <div style=“background-color:#282c34;color:#bbbbbb;“></div>
  <p><br /></p>","1. 进入【离线开发-数据开发-周期任务】页面
2. 新建 GaussDB SQL 任务
3. 执行SQL: SELECT * FROM ${schemaA}.${tableA};
4. 进入项目管理-项目设置-开发设置-GaussDB配置中，开启项目绑定数据库账号, 新增test_user账号
5. 执行SQL: SELECT * FROM ${schemaA}.${tableA};
6. 执行SQL: SELECT * FROM test_gaussdb_1.${tableB};","1. 成功进入目标页面，页面内容正常加载显示，无报错
2. 系统提示创建成功，列表中出现新创建的记录，记录内容与填写一致
3. 查询成功, 当前为root用户在执行
4. 新增成功, 数据回显正常，功能行为符合预期，无报错或异常
5. 查询失败
6. 查询成功, 当前为test_user用户在执行",3
计算引擎适配Gaussdb9.1,验证 GaussDB SQL任务调度功能运行正常(DQL),"1. 平台中已配置 GaussDB 数据源，连接状态正常。<br />2. 当前离线项目中已存在GaussDB表:<br />CREATE TABLE t_user (<br />    id SERIAL PRIMARY KEY,<br />    name VARCHAR(50),<br />    age INT,<br />    created_at TIMESTAMP DEFAULT CURRENT_TIMESTAMP,<br />email VARCHAR(100)<br />);<br /><br /><br />3. 准备三个对接GaussDB的离线SQL任务：<br />${task01}<br />SELECT * FROM t_user;<br /><br /><br />${task02}<br />SELECT id, name, age FROM t_user WHERE age > 20;<br /><br /><br />${task03}<br />SELECT age, COUNT(*) AS cnt<br />FROM t_user<br />GROUP BY age<br />ORDER BY age;<br />","1. 进入【离线开发-数据开发-周期任务】页面
2. 创建GaussDB SQL任务${task01}、${task02}、${task03}, 并临时运行
3. 保存并提交到运维中心
4. 周期运行, 查看结果
5. 补数据运行, 查看结果
6. 进入【离线开发-数据开发-手动任务】页面
7. 创建GaussDB SQL任务${task01}、${task02}、${task03}后, 提交到运维中心手动运行","1. 成功进入目标页面，页面内容正常加载显示，无报错
2. 任务运行成功，状态显示为【运行成功/成功】，无报错信息
3. 系统提示提交成功，记录状态更新，列表中可见该条记录
4. 周期任务实例中新增该任务的实例记录并运行成功，状态更新为【成功】，运行/执行结果符合预期，日志无报错
5. 补数据任务实例中新增该任务的实例记录并运行成功，状态更新为【成功】，运行/执行结果符合预期，日志无报错
6. 成功进入目标页面，页面内容正常加载显示，无报错
7. 手动任务实例中新增该任务的实例记录并运行成功，状态更新为【成功】，运行/执行结果符合预期，日志无报错",2
计算引擎适配Gaussdb9.1,验证 GaussDB SQL任务调度功能运行正常(DML),"1. 平台中已配置 GaussDB 数据源，连接状态正常。<br />2. 准备三个对接GaussDB的离线SQL任务：<br />
<p>${task01}</p>
<p>
  <div style=“color:#000000;background-color:#FFFFFE;font-family:Menlo, Monaco, ""“><span style=“color:#0000ff;“>drop</span> <span style=“color:#0000ff;“>TABLE</span> <span style=“color:#0000ff;“>if</span> <span style=“color:#778899;“>exists</span> t_user;<span style=“background-color:initial;color:#3C4353;font-family:""“></span></div>
</p>
<p><span>CREATE TABLE t_user (</span><br /><span>    id SERIAL PRIMARY KEY,</span><br /><span>    name VARCHAR(50),</span><br /><span>    age INT,</span><br /><span>    created_at TIMESTAMP DEFAULT CURRENT_TIMESTAMP,</span><br /><span>email VARCHAR(100)</span><br /><span>);</span></p>
INSERT INTO t_user (name, age, email) VALUES ('Alice', 25, 'alice@example.com');<br />
<br /> <br />${task02}<br />UPDATE t_user SET age = 26 WHERE name = 'Alice';<br /><br /><br />${task03}<br />DELETE FROM t_user WHERE name = 'Alice';<br />
<div><br /></div>
<br />","1. 进入【离线开发-数据开发-周期任务】页面
2. 创建GaussDB SQL任务${task01}、${task02}、${task03}, 并临时运行
3. 进入调度属性-任务间依赖, 给SQL任务添加依赖关系${task03} -> ${task02} -> ${task01}
4. 保存并提交到运维中心
5. 周期运行, 查看结果
6. 补数据运行, 查看结果
7. 进入【离线开发-数据开发-手动任务】页面
8. 创建GaussDB SQL任务${task01}、${task02}、${task03}并添加依赖关系后, 提交到运维中心手动运行","1. 成功进入目标页面，页面内容正常加载显示，无报错
2. 任务运行成功，状态显示为【运行成功/成功】，无报错信息
3. 依赖添加成功，系统给出成功反馈，相关页面/数据状态更新为最新
4. 系统提示提交成功，记录状态更新，列表中可见该条记录
5. 周期任务实例中新增该任务的实例记录并运行成功，状态更新为【成功】，运行/执行结果符合预期，日志无报错
6. 补数据任务实例中新增该任务的实例记录并运行成功，状态更新为【成功】，运行/执行结果符合预期，日志无报错
7. 成功进入目标页面，页面内容正常加载显示，无报错
8. 手动任务实例中新增该任务的实例记录并运行成功，状态更新为【成功】，运行/执行结果符合预期，日志无报错",2
计算引擎适配Gaussdb9.1,验证 GaussDB SQL任务调度功能运行正常(DDL),"1. 平台中已配置 GaussDB 数据源，连接状态正常。<br />2. 准备三个对接GaussDB的离线SQL任务：<br />${task01}<br />drop table if exists t_user;<br />CREATE TABLE t_user (<br /> id SERIAL PRIMARY KEY,<br /> name VARCHAR(50),<br /> age INT,<br /> created_at TIMESTAMP DEFAULT CURRENT_TIMESTAMP<br />);<br /><br />${task02}<br />ALTER TABLE t_user ADD COLUMN email VARCHAR(100);<br /><br />${task03}<br />
<div style=“color:#000000;background-color:#FFFFFE;font-family:Menlo, Monaco, ""“><span style=“color:#0000ff;“>CREATE</span> <span style=“color:#0000ff;“>INDEX</span> <span style=“color:#0000ff;“>if</span> <span style=“color:#778899;“>not</span> <span style=“color:#778899;“>exists</span> idx_t_user_age <span style=“color:#0000ff;“>ON</span> t_user(age);</div>
<br />
<div><br /></div>","1. 进入【离线开发-数据开发-周期任务】页面
2. 创建GaussDB SQL任务${task01}、${task02}、${task03}, 并临时运行, 保存并提交
3. 进入调度属性-任务间依赖, 给SQL任务添加依赖关系${task02}、${task03} -> ${task01}
4. 周期运行, 查看结果
5. 补数据运行, 查看结果
6. 进入【离线开发-数据开发-手动任务】页面
7. 创建GaussDB SQL任务${task01}、${task02}、${task03}并添加依赖关系后, 提交到运维中心手动运行","1. 成功进入目标页面，页面内容正常加载显示，无报错
2. 系统提示提交成功，记录状态更新，列表中可见该条记录
3. 依赖添加成功，系统给出成功反馈，相关页面/数据状态更新为最新
4. 周期任务实例中新增该任务的实例记录并运行成功，状态更新为【成功】，运行/执行结果符合预期，日志无报错
5. 补数据任务实例中新增该任务的实例记录并运行成功，状态更新为【成功】，运行/执行结果符合预期，日志无报错
6. 成功进入目标页面，页面内容正常加载显示，无报错
7. 手动任务实例中新增该任务的实例记录并运行成功，状态更新为【成功】，运行/执行结果符合预期，日志无报错",1
计算引擎适配Gaussdb9.1,验证【数据开发】GaussDB SQL任务创建功能正常,"「离线开发-数据源」中已存在GaussDB Meta数据源, 数据源名称: ${datasourceA}","1. 进入【离线开发-数据开发-周期任务】页面
2. 右键【任务开发】, 选择GaussDB SQL任务
3. 新建周期任务:任务名称: ${nameA}任务类型: GaussDB SQL集群名称: ${datasourceA}
4. 进入【手动任务】, 新建手动任务:任务名称: ${nameB}任务类型: GaussDB SQL集群名称: ${datasourceA}
5. 进入【临时查询】, 新建临时查询:查询名称: ${nameC}任务类型: GaussDB SQL集群名称: ${datasourceA}","1. 成功进入目标页面，页面内容正常加载显示，无报错
2. 选择项已高亮/回显选中状态，相关联动字段随之更新
3. 周期任务创建成功，系统给出创建成功提示，列表中出现新创建的记录
4. 手动任务创建成功，系统给出创建成功提示，列表中出现新创建的记录
5. 临时查询创建成功，系统给出创建成功提示，列表中出现新创建的记录",3
计算引擎适配Gaussdb9.1,验证【创建项目】添加GaussDB数据源显示正常(初始化方式: 不创建且不对接),"1) 「公共管理-控制台」中已存在GaussDB组件
2) GaussDB数据源名称: ${datasourceA}","1. 进入【离线开发】页面
2. 点击【创建项目】
3. 配置如下: 项目标识&项目名称: ${nameA}计算引擎配置: GaussDB, 初始化方式: 【不创建且不对接 Schema】
4. 点击【创建项目】
5. 进入${nameA}项目的【数据源】页面","1. 成功进入目标页面，页面内容正常加载显示，无报错
2. 进入创建项目页面
3. 系统提示配置成功，配置项已生效，页面显示最新配置状态
4. 系统提示创建成功，列表中出现新创建的记录，记录内容与填写一致
5. 进入成功, 数据源列表存在类型为GaussDB, 数据源名称为${nameA}_DORIS_${ClusterA}的数据源记录",3
计算引擎适配Gaussdb9.1,验证【创建项目】添加GaussDB 数据源显示正常(初始化方式: 对接),"1) 「公共管理-控制台」中已存在GaussDB组件
2) GaussDB数据源名称: ${datasourceA}","1. 进入【离线开发】页面
2. 点击【创建项目】
3. 配置如下: 项目标识&项目名称: ${nameA}计算引擎配置: GaussDB, 初始化方式:【对接已有GaussDB Schema】、${schemaA}、${表类目A}
4. 点击【创建项目】
5. 进入${nameA}项目的【数据源】页面","1. 成功进入目标页面，页面内容正常加载显示，无报错
2. 进入创建项目页面
3. 系统提示配置成功，配置项已生效，页面显示最新配置状态
4. 系统提示创建成功，列表中出现新创建的记录，记录内容与填写一致
5. 进入成功, 数据源列表存在类型为GaussDB, 数据源名称为${nameA}_DORIS_${ClusterA}的数据源记录",3
