所属模块,用例标题,前置条件,步骤,预期,优先级,用例类型,适用阶段
【通用配置】json格式配置(#10458),数据质量 通用配置-json格式校验管理 删除key 验证批量删除多条key（含子层级）,1) 使用 admin 账号登录系统<br>2) 在json格式校验管理列表中已通过【新增】创建key为 batchKey1 的记录，并通过【新增子层级】为其创建子层级key为 batchKey1Child<br>3) 已通过【新增】创建key为 batchKey2 的记录（无子层级）,"1. 进入【数据质量 → 通用配置】页面，等待json格式校验管理列表数据加载完成
2. 在列表中勾选 batchKey1 和 batchKey2 两行的行选择框
3. 点击【批量删除】按钮
4. 点击确认弹窗中的【确认】按钮，等待接口响应完成","1. json格式校验管理页面打开，列表显示已有key数据
2. 两行均显示勾选状态，列表上方出现批量操作栏
3. 弹出确认弹窗，提示文本为「请确认是否批量删除key信息，若存在子层级key信息会联动删除」
4. 弹窗关闭，列表刷新，batchKey1、batchKey2 均从列表消失，batchKey1 的子层级 batchKey1Child 也不再存在",2,功能测试,功能测试阶段
【通用配置】json格式配置(#10458),数据质量 通用配置-json格式校验管理 搜索与筛选 验证key名模糊搜索功能（含子层级key命中）,1) 使用 admin 账号登录系统<br>2) 在json格式校验管理列表中已通过【新增】创建key为 orderInfo 的第一层级记录<br>3) 已通过【新增子层级】为 orderInfo 创建子层级key为 orderStatus 的第二层级记录,"1. 进入【数据质量 → 通用配置】页面，等待json格式校验管理列表数据加载完成
2. 在搜索框中输入 orderInfo，等待搜索结果返回
3. 清空搜索框，重新输入 orderStatus（子层级key名），等待搜索结果返回
4. 清空搜索框，等待列表恢复","1. 页面正常加载，列表显示所有第一层级数据
2. 列表仅显示key包含 orderInfo 的第一层级记录，key名称中不含 orderInfo 的记录均不显示
3. 列表展示命中子层级的父级记录 orderInfo，点击「+」后可见 orderStatus 子层级记录
4. 列表恢复显示所有第一层级数据",2,功能测试,功能测试阶段
【通用配置】json格式配置(#10458),数据质量 通用配置-json格式校验管理 搜索与筛选 验证数据源类型筛选功能,1) 使用 admin 账号登录系统<br>2) json格式校验管理列表中已存在由用户 admin@dtstack.com 创建的key记录，以及由用户 testUser01@dtstack.com 创建的key记录<br>3) 使用 testUser01 账号登录并在json格式校验管理页面创建对应key数据,"1. 进入【数据质量 → 通用配置】页面，等待json格式校验管理列表数据加载完成
2. 在数据源类型筛选器中选择 SparkThrift，等待筛选结果返回
3. 清空筛选条件
4. 依次切换Hive、Doris","1. json格式校验管理页面打开，列表显示已有key数据
2. 列表仅显示数据源类型为 SparkThrift的记录
3. 列表恢复显示所有记录
4. 筛选功能正常",2,功能测试,功能测试阶段
【通用配置】json格式配置(#10458),数据质量 通用配置-json格式校验管理 层级展开 验证5层层级展开下钻及展开图标显示逻辑,1) 使用 admin 账号登录系统<br>2) 在json格式校验管理列表中已通过逐层【新增子层级】创建5层嵌套数据：<br>   - 第1层key: rootKey<br>   - 第2层key: level2Key（父级为 rootKey）<br>   - 第3层key: level3Key（父级为 level2Key）<br>   - 第4层key: level4Key（父级为 level3Key）<br>   - 第5层key: level5Key（父级为 level4Key）<br>3) 已通过【新增】创建key为 leafKey 的记录（无子层级）,"1. 进入【数据质量 → 通用配置】页面，等待json格式校验管理列表数据加载完成
2. 点击 rootKey 行的「+」图标
3. 点击 level2Key 行的「+」图标
4. 点击 level3Key 行的「+」图标
5. 点击 level4Key 行的「+」图标","1. rootKey 行显示「+」展开图标，leafKey 行不显示「+」图标，列表展示条数按最外层级统计
2. 仅展开当前子层级：显示第二层级子节点 level2Key，level2Key 行显示「+」图标（表明还有下级），不会自动展开 level2Key 以下的更深层级
3. 仅展开当前子层级：显示第三层级子节点 level3Key，level3Key 行显示「+」图标
4. 仅展开当前子层级：显示第四层级子节点 level4Key，level4Key 行显示「+」图标
5. level4Key 展开，显示第五层级子节点 level5Key，level5Key 行无「+」图标（已是最末层级，第5层不支持新增子层级）",2,功能测试,功能测试阶段
【通用配置】json格式配置(#10458),数据质量 通用配置-json格式校验管理 正则测试 验证value格式有内容时正则测试控件显示及匹配通过失败场景,1) 使用 admin 账号登录系统<br>2) 进入json格式校验管理页面,"1. 进入【数据质量 → 通用配置】页面，等待json格式校验管理列表数据加载完成
2. 点击【新增】按钮，在弹窗中key输入框填写 regexTestKey，value格式输入框保持为空，查看弹窗内容
3. 在value格式输入框中填写 ^\d{6}$，查看弹窗变化
4. 在「测试数据」输入框中填写 123456，点击【正则匹配测试】按钮
5. 清空「测试数据」输入框，填写 abcdef，点击【正则匹配测试】按钮
6. 清空value格式输入框内容，查看弹窗变化","1. json格式校验管理页面打开，列表显示已有key数据
2. 弹窗中不显示「测试数据」输入框和「正则匹配测试」按钮
3. 弹窗动态显示「测试数据」输入框和「正则匹配测试」按钮
4. 显示匹配结果为「匹配成功」
5. 显示匹配结果为「匹配失败」
6. 「测试数据」输入框和「正则匹配测试」按钮隐藏",2,功能测试,功能测试阶段
【通用配置】json格式配置(#10458),数据质量 通用配置-json格式校验管理 导入 验证导入正确文件全流程（重复则跳过）,1) 使用 admin 账号登录系统<br>2) 准备符合模板格式的 XLSX 文件 json_format_import_template.xlsx，文件内容如下:<br>   一层 Sheet:<br>   | *key       | 中文名称   | value格式      |<br>   | importKey1 | 导入键一   | ^[a-z]+$       |<br>   | importKey2 | 导入键二   |                |<br><br>   二层 Sheet:<br>   | *上一层级的key名 | *key         | 中文名称     | value格式  |<br>   | importKey1       | subImport1   | 子导入键一   | ^\d+$     |,"1. 进入【数据质量 → 通用配置】页面，等待json格式校验管理列表数据加载完成
2. 点击列表右上角【导入】按钮
3. 确认重复处理规则为默认「重复则跳过」，在文件上传区域上传 json_format_import_template.xlsx 文件，点击【确定】按钮，等待校验和导入接口响应完成","1. json格式校验管理页面打开，列表显示已有key数据
2. 弹出导入弹窗，标题为「导入标准」，包含「重复处理规则」选项（默认选中「重复则跳过」）和文件上传区域
3. 弹窗关闭，列表刷新，导入文件中的key数据成功出现在列表中：
1) importKey1 出现在列表第一层级，中文名称显示「导入键一」，value格式显示 ^[a-z]+$
2) importKey2 出现在列表第一层级，中文名称显示「导入键二」
3) importKey1 展开后显示子层级 subImport1，中文名称显示「子导入键一」
4) importKey2的value格式列显示为空（-）",1,功能测试,功能测试阶段
【通用配置】json格式配置(#10458),数据质量 通用配置-json格式校验管理 导入 验证导入模板下载功能,1) 使用 admin 账号登录系统,"1. 进入【数据质量 → 通用配置】页面，等待json格式校验管理列表数据加载完成
2. 点击【导入】按钮，在导入弹窗中点击【下载模板】链接，等待文件下载完成","1. json格式校验管理页面打开，列表显示已有key数据
2. 浏览器下载文件，文件命名为 json_format_import_template.xlsx，打开文件后包含5个Sheet（分别对应一层、二层、三层、四层、五层）：
1) 一层Sheet包含「*key」、「中文名称」、「value格式」列
2) 二至五层Sheet各自包含「*上一层级的key名」、「\*key」、「中文名称」、「value格式」列",2,功能测试,功能测试阶段
【通用配置】json格式配置(#10458),数据质量 通用配置-json格式校验管理 导入 验证重复处理规则「重复则覆盖更新」生效,1) 使用 admin 账号登录系统<br>2) json格式校验管理列表中已通过【新增】创建key为 existKey、value格式为 ^[a-z]+$ 的记录<br>3) 准备 XLSX 导入文件，文件内容如下:<br>   一层 Sheet:<br>   | *key     | 中文名称 | value格式  |<br>   | existKey | 已有键   | ^[A-Z]+$   |,"1. 进入【数据质量 → 通用配置】页面，等待json格式校验管理列表数据加载完成
2. 点击【导入】按钮，在导入弹窗中将重复处理规则切换为「重复则覆盖更新」，上传包含key existKey（value格式为 ^[A-Z]+$）的XLSX文件，点击【确定】按钮，等待接口响应完成","1. 页面正常加载，existKey 记录的value格式显示 ^[a-z]+$
2. 弹窗关闭，列表刷新，existKey 记录的value格式更新为 ^[A-Z]+$",2,功能测试,功能测试阶段
【通用配置】json格式配置(#10458),数据质量 通用配置-json格式校验管理 导入 验证重复处理规则「重复则跳过」对已存在key不覆盖,1) 使用 admin 账号登录系统<br>2) json格式校验管理列表中已通过【新增】创建key为 skipKey、value格式为 ^[a-z]+$ 的记录<br>3) 准备 XLSX 导入文件，文件内容如下:<br>   一层 Sheet:<br>   | *key    | 中文名称 | value格式  |<br>   | skipKey | 跳过键   | ^[A-Z]+$   |,"1. 进入【数据质量 → 通用配置】页面，等待json格式校验管理列表数据加载完成
2. 点击【导入】按钮，在导入弹窗中确认重复处理规则为「重复则跳过」（默认值），上传包含key skipKey（value格式为 ^[A-Z]+$）的XLSX文件，点击【确定】按钮，等待接口响应完成","1. 页面正常加载，skipKey 记录的value格式显示 ^[a-z]+$
2. 弹窗关闭，列表刷新，skipKey 记录的value格式仍为 ^[a-z]+$，未被覆盖",2,功能测试,功能测试阶段
【通用配置】json格式配置(#10458),数据质量 通用配置-json格式校验管理 导入 验证导入文件key名超255字符时标红并批注长度超限,1) 使用 admin 账号登录系统<br>2) 准备 XLSX 导入文件，文件内容如下:<br>   一层 Sheet:<br>   | *key                 | 中文名称 | value格式 |<br>   | bbb...（256个字母b）  | 超限测试 |           |,"1. 进入【数据质量 → 通用配置】页面，等待json格式校验管理列表数据加载完成
2. 点击【导入】按钮，上传包含256字符key的XLSX文件，点击【确定】按钮，等待校验完成
3. 点击导出错误文件入口，等待文件下载完成","1. json格式校验管理页面打开，列表显示已有key数据
2. 弹窗提示「导入表格中存在错误数据，请检查后重新导入」，并提供导出错误文件的入口，无法完成导入
3. 下载文件命名为 json_format_error_YYYYMMDD.xlsx（YYYYMMDD为执行当天日期），打开文件后256字符key所在单元格显示红色标注，批注内容为「长度超限」",2,功能测试,功能测试阶段
【通用配置】json格式配置(#10458),数据质量 通用配置-json格式校验管理 导入 验证导入文件必填项未填写时标红并批注必填项未填写,1) 使用 admin 账号登录系统<br>2) 准备 XLSX 导入文件，文件内容如下:<br>   一层 Sheet:<br>   | *key | 中文名称 | value格式 |<br>   |      | 缺失键名 | ^\d+$    |,"1. 进入【数据质量 → 通用配置】页面，等待json格式校验管理列表数据加载完成
2. 点击【导入】按钮，上传key列为空的XLSX文件，点击【确定】按钮，等待校验完成
3. 点击导出错误文件入口，等待文件下载完成，打开下载的错误文件","1. json格式校验管理页面打开，列表显示已有key数据
2. 弹窗提示「导入表格中存在错误数据，请检查后重新导入」，并提供【导出错误文件】入口，无法完成导入
3. key列为空的单元格显示红色标注，批注内容为「必填项未填写」",2,功能测试,功能测试阶段
【通用配置】json格式配置(#10458),数据质量 通用配置-json格式校验管理 导入 验证导入文件二层key上一层级key名无法匹配时标红并批注提示,1) 使用 admin 账号登录系统<br>2) 准备 XLSX 导入文件，文件内容如下:<br>   一层 Sheet:<br>   | *key      | 中文名称 | value格式 |<br>   | realKey1  | 真实键   |           |<br><br>   二层 Sheet:<br>   | *上一层级的key名   | *key       | 中文名称 | value格式 |<br>   | nonExistParentKey  | orphanKey  | 孤儿键   |           |,"1. 进入【数据质量 → 通用配置】页面，等待json格式校验管理列表数据加载完成
2. 点击【导入】按钮，上传二层Sheet中上一层级key为 nonExistParentKey 的XLSX文件，点击【确定】按钮，等待校验完成
3. 点击导出错误文件入口，等待文件下载完成，打开下载的错误文件","1. json格式校验管理页面打开，列表显示已有key数据
2. 弹窗提示「导入表格中存在错误数据，请检查后重新导入」，并提供【导出错误文件】入口，无法完成导入
3. 二层Sheet中「\*上一层级的key名」为 nonExistParentKey 的单元格显示红色标注，批注内容为「上一层级无相同key名匹配」",2,功能测试,功能测试阶段
【通用配置】json格式配置(#10458),数据质量 通用配置-json格式校验管理 导入 验证导入非xlsx格式文件时报错,1) 使用 admin 账号登录系统<br>2) 准备一个非xlsx格式的文件，如 test_import.csv 或 test_import.txt,"1. 进入【数据质量 → 通用配置】页面，等待json格式校验管理列表数据加载完成
2. 点击列表右上角【导入】按钮，在导入弹窗的文件上传区域选择 test_import.csv 文件","1. json格式校验管理页面正常打开，列表加载完成
2. 系统拒绝上传或提示文件格式错误，仅支持xlsx格式文件",2,功能测试,功能测试阶段
【通用配置】json格式配置(#10458),"数据质量 通用配置-json格式校验管理 导入 验证导入功能正常(重复则覆盖更新, 1~5层key存在相同 -> 报错)",1) 使用 admin 账号登录系统<br>2) 准备 XLSX 导入文件，一层Sheet中包含两条相同key名的记录：<br>   | *key   | 中文名称 | value格式 |<br>   | dupKey | 重复键一 | ^[a-z]+$  |<br>   | dupKey | 重复键二 | ^[0-9]+$  |,"1. 进入【数据质量 → 通用配置】页面，等待json格式校验管理列表数据加载完成
2. 点击【导入】按钮，将重复处理规则切换为「重复则覆盖更新」，上传包含同层级重复key的XLSX文件，点击【确定】按钮","1. json格式校验管理页面正常打开，列表加载完成
2. 导入失败，系统报错提示「同一个层级下的key名不可重复」，列表数据不变",2,功能测试,功能测试阶段
【通用配置】json格式配置(#10458),"数据质量 通用配置-json格式校验管理 导入 验证导入功能正常(重复则覆盖更新, 1层key已存在 -> 更新1层key)",1) 使用 admin 账号登录系统<br>2) json格式校验管理列表中已通过【新增】创建1层key为 existKey1，value格式为 ^[a-z]+$，中文名称为「原始键」<br>3) 准备 XLSX 导入文件，一层Sheet内容如下：<br>   | *key      | 中文名称 | value格式  |<br>   | existKey1 | 更新键   | ^[A-Z]+$   |,"1. 进入【数据质量 → 通用配置】页面，等待json格式校验管理列表数据加载完成
2. 点击【导入】按钮，将重复处理规则切换为「重复则覆盖更新」，上传XLSX文件，点击【确定】按钮，等待接口响应完成","1. 页面正常加载，existKey1 的 value格式显示 ^[a-z]+$，中文名称显示「原始键」
2. 弹窗关闭，列表刷新，existKey1 的 value格式更新为 ^[A-Z]+$，中文名称更新为「更新键」",2,功能测试,功能测试阶段
【通用配置】json格式配置(#10458),"数据质量 通用配置-json格式校验管理 导入 验证导入功能正常(重复则覆盖更新, 1层key不存在 -> 新增1层key)",1) 使用 admin 账号登录系统<br>2) json格式校验管理列表中不存在key为 brandNewKey1 的记录<br>3) 准备 XLSX 导入文件，一层Sheet内容如下：<br>   | *key         | 中文名称 | value格式 |<br>   | brandNewKey1 | 全新键   | ^\d+$     |,"1. 进入【数据质量 → 通用配置】页面，等待json格式校验管理列表数据加载完成
2. 点击【导入】按钮，将重复处理规则切换为「重复则覆盖更新」，上传XLSX文件，点击【确定】按钮，等待接口响应完成","1. 页面正常加载，列表中不存在 brandNewKey1
2. 弹窗关闭，列表刷新，新增 brandNewKey1 出现在列表中，中文名称显示「全新键」，value格式显示 ^\d+$",2,功能测试,功能测试阶段
【通用配置】json格式配置(#10458),"数据质量 通用配置-json格式校验管理 导入 验证导入功能正常(重复则覆盖更新, 2~5层上一层key存在+key存在+value不存在 -> 更新N层value)",1) 使用 admin 账号登录系统<br>2) json格式校验管理列表中已有如下数据：<br>   - 第1层key: parentA<br>   - 第2层key: childA（父级为 parentA，value格式为空）<br>3) 准备 XLSX 导入文件，二层Sheet内容如下：<br>   | *上一层级的key名 | *key   | 中文名称   | value格式 |<br>   | parentA          | childA | 更新子键   | ^[0-9]+$  |,"1. 进入【数据质量 → 通用配置】页面，等待json格式校验管理列表数据加载完成
2. 点击【导入】按钮，将重复处理规则切换为「重复则覆盖更新」，上传XLSX文件，点击【确定】按钮，等待接口响应完成","1. 页面正常加载，展开 parentA 后 childA 的 value格式显示为空（-）
2. 弹窗关闭，列表刷新，展开 parentA 后 childA 的 value格式更新为 ^[0-9]+$，中文名称更新为「更新子键」",2,功能测试,功能测试阶段
【通用配置】json格式配置(#10458),"数据质量 通用配置-json格式校验管理 导入 验证导入功能正常(重复则覆盖更新, 2~5层上一层key存在+key不存在 -> 新增N层key)",1) 使用 admin 账号登录系统<br>2) json格式校验管理列表中已有1层key为 parentB（无子层级）<br>3) 准备 XLSX 导入文件，二层Sheet内容如下：<br>   | *上一层级的key名 | *key      | 中文名称 | value格式 |<br>   | parentB          | newChild1 | 新增子键 | ^[a-z]+$  |,"1. 进入【数据质量 → 通用配置】页面，等待json格式校验管理列表数据加载完成
2. 点击【导入】按钮，将重复处理规则切换为「重复则覆盖更新」，上传XLSX文件，点击【确定】按钮，等待接口响应完成","1. 页面正常加载，parentB 行无「+」展开图标（无子层级）
2. 弹窗关闭，列表刷新，parentB 行出现「+」展开图标，展开后显示新增的子层级 newChild1，中文名称显示「新增子键」，value格式显示 ^[a-z]+$",2,功能测试,功能测试阶段
【通用配置】json格式配置(#10458),"数据质量 通用配置-json格式校验管理 导入 验证导入功能正常(重复则覆盖更新, 2~5层上一层key不存在 -> 报错)",1) 使用 admin 账号登录系统<br>2) json格式校验管理列表中不存在key为 missingParent 的记录<br>3) 准备 XLSX 导入文件，二层Sheet内容如下：<br>   | *上一层级的key名 | *key       | 中文名称 | value格式 |<br>   | missingParent    | orphanKey1 | 孤儿键   | ^test$    |,"1. 进入【数据质量 → 通用配置】页面，等待json格式校验管理列表数据加载完成
2. 点击【导入】按钮，将重复处理规则切换为「重复则覆盖更新」，上传XLSX文件，点击【确定】按钮，等待接口响应完成","1. json格式校验管理页面正常打开，列表加载完成
2. 导入失败或部分失败，系统提示上一层级key名 missingParent 不存在，orphanKey1 未被导入",2,功能测试,功能测试阶段
【通用配置】json格式配置(#10458),"数据质量 通用配置-json格式校验管理 导入 验证导入功能正常(重复则跳过, 1~5层key存在相同 -> 报错)",1) 使用 admin 账号登录系统<br>2) 准备 XLSX 导入文件，一层Sheet中包含两条相同key名的记录：<br>   | *key   | 中文名称 | value格式 |<br>   | dupKey | 重复键一 | ^[a-z]+$  |<br>   | dupKey | 重复键二 | ^[0-9]+$  |,"1. 进入【数据质量 → 通用配置】页面，等待json格式校验管理列表数据加载完成
2. 点击【导入】按钮，确认重复处理规则为「重复则跳过」（默认值），上传包含同层级重复key的XLSX文件，点击【确定】按钮","1. json格式校验管理页面正常打开，列表加载完成
2. 导入失败，系统报错提示「同一个层级下的key名不可重复」，列表数据不变",2,功能测试,功能测试阶段
【通用配置】json格式配置(#10458),"数据质量 通用配置-json格式校验管理 导入 验证导入功能正常(重复则跳过, 1层key已存在 -> 跳过不变)",1) 使用 admin 账号登录系统<br>2) json格式校验管理列表中已通过【新增】创建1层key为 skipExist1，value格式为 ^[a-z]+$，中文名称为「原始键」<br>3) 准备 XLSX 导入文件，一层Sheet内容如下：<br>   | *key       | 中文名称 | value格式 |<br>   | skipExist1 | 修改键   | ^[A-Z]+$  |,"1. 进入【数据质量 → 通用配置】页面，等待json格式校验管理列表数据加载完成
2. 点击【导入】按钮，确认重复处理规则为「重复则跳过」，上传XLSX文件，点击【确定】按钮，等待接口响应完成","1. 页面正常加载，skipExist1 的 value格式显示 ^[a-z]+$，中文名称显示「原始键」
2. 弹窗关闭，列表刷新，skipExist1 的 value格式仍为 ^[a-z]+$，中文名称仍为「原始键」，未被修改",2,功能测试,功能测试阶段
【通用配置】json格式配置(#10458),"数据质量 通用配置-json格式校验管理 导入 验证导入功能正常(重复则跳过, 1层key不存在 -> 新增1层key)",1) 使用 admin 账号登录系统<br>2) json格式校验管理列表中不存在key为 skipNewKey1 的记录<br>3) 准备 XLSX 导入文件，一层Sheet内容如下：<br>   | *key        | 中文名称 | value格式 |<br>   | skipNewKey1 | 全新键   | ^\d+$     |,"1. 进入【数据质量 → 通用配置】页面，等待json格式校验管理列表数据加载完成
2. 点击【导入】按钮，确认重复处理规则为「重复则跳过」，上传XLSX文件，点击【确定】按钮，等待接口响应完成","1. 页面正常加载，列表中不存在 skipNewKey1
2. 弹窗关闭，列表刷新，新增 skipNewKey1 出现在列表中，中文名称显示「全新键」，value格式显示 ^\d+$",2,功能测试,功能测试阶段
