所属模块,用例标题,前置条件,步骤,预期,优先级,用例类型,适用阶段
【内置规则丰富】有效性，支持设置字段多规则的且或关系(#10461),数据质量 规则集管理 表单校验 验证取值范围和枚举值均未填写时点击保存提示至少填写一项,"1) 使用 admin 账号登录数据资产平台<br>2) 已在 Doris 数据源中准备测试表及数据：<br>DROP TABLE IF EXISTS test_db.quality_test_num;<br>CREATE TABLE test_db.quality_test_num (<br>  id INT NOT NULL,<br>  score DOUBLE,<br>  category VARCHAR(50)<br>) DISTRIBUTED BY HASH(id) BUCKETS 3 PROPERTIES(""replication_num""=""1"");<br>INSERT INTO test_db.quality_test_num VALUES<br>  (1, 5.0, '2'),<br>  (2, 15.0, '4'),<br>  (3, 3.0, '1'),<br>  (4, -1.0, '3'),<br>  (5, 8.0, '5');<br>3) 已通过【数据质量 → 规则集管理】页面点击【新建规则集】，完成 Step 1 基础信息配置（选择数据源=Doris，数据库=test_db，数据表=quality_test_num，规则包名称=且关系校验包），点击【下一步】进入 Step 2 监控规则，在规则包""且关系校验包""中点击【新增规则】，统计函数选择【取值范围&枚举范围】，配置字段=score、取值范围>1且<10、枚举值 category in '1,2,3'、条件关系=且、强弱规则=强规则，点击规则行【保存】，再点击页面底部【保存】完成规则集""ruleset_15695_and""创建","1. 进入【数据质量 → 规则集管理】页面，等待规则集列表加载完成
2. 找到""ruleset_15695_and""，点击操作列的【编辑】按钮，进入 Step 2 监控规则页面，在""且关系校验包""中点击【新增规则】，在统计函数下拉框中选择【取值范围&枚举范围】
3. 在当前规则配置表单中按顺序填写如下：
- *字段: score
- *取值范围行: 期望值和操作符均不填写，保持为空
- *枚举值行: 不填写，保持为空
- 强弱规则: 强规则
- 过滤条件: 无
- 规则描述: 无
4. 点击【保存】按钮","1. 规则集管理页面正常打开，列表显示已有规则集数据行
2. 规则集编辑页 Step 2 打开，新增规则配置区域展开，统计函数显示「取值范围&枚举范围」
3. *字段下拉框显示已选中 score，取值范围和枚举值均为空
4. 保存失败，页面展示红色校验错误提示「取值范围和枚举值至少填写一项」，规则未被保存",2,功能测试,功能测试阶段
【内置规则丰富】有效性，支持设置字段多规则的且或关系(#10461),数据质量 规则集管理 规则编辑-且或关系切换 验证在规则集中已保存的且关系规则编辑切换为或关系后保存成功,"1) 使用 admin 账号登录数据资产平台<br>2) 已在 Doris 数据源中准备测试表及数据：<br>DROP TABLE IF EXISTS test_db.quality_test_num;<br>CREATE TABLE test_db.quality_test_num (<br>  id INT NOT NULL,<br>  score DOUBLE,<br>  category VARCHAR(50)<br>) DISTRIBUTED BY HASH(id) BUCKETS 3 PROPERTIES(""replication_num""=""1"");<br>INSERT INTO test_db.quality_test_num VALUES<br>  (1, 5.0, '2'),<br>  (2, 15.0, '4'),<br>  (3, 3.0, '1'),<br>  (4, -1.0, '3'),<br>  (5, 8.0, '5');<br>3) 已通过【数据质量 → 规则集管理】页面点击【新建规则集】，完成 Step 1 基础信息配置（选择数据源=Doris，数据库=test_db，数据表=quality_test_num，规则包名称=且关系校验包），点击【下一步】进入 Step 2 监控规则，在规则包""且关系校验包""中点击【新增规则】，统计函数选择【取值范围&枚举范围】，配置字段=score、取值范围>1且<10、枚举值 category in '1,2,3'、条件关系=且、强弱规则=强规则，点击规则行【保存】，再点击页面底部【保存】完成规则集""ruleset_15695_and""创建","1. 进入【数据质量 → 规则集管理】页面，等待规则集列表加载完成
2. 找到""ruleset_15695_and""，点击操作列的【编辑】按钮，进入 Step 2 监控规则页面，找到已配置的取值范围&枚举范围规则，将且或关系从【且】切换为【或】单选按钮
3. 点击【保存】按钮，再点击页面底部【保存】完成规则集保存","1. 规则集管理页面打开，列表显示已有规则集数据行
2. 且或关系单选按钮切换为「或」被选中
3. 规则保存成功，规则列表中且或关系列由「且」变更为「或」",2,功能测试,功能测试阶段
【内置规则丰富】有效性，支持设置字段多规则的且或关系(#10461),数据质量 规则任务管理 且关系 验证执行含取值范围&枚举范围且关系规则的任务后校验结果查询实例详情展示正确,"1) 使用 admin 账号登录数据资产平台<br>2) 已在 Doris 数据源中准备测试表及数据：<br>CREATE TABLE test_db.quality_test_num (<br>  id INT NOT NULL,<br>  score DOUBLE,<br>  category VARCHAR(50)<br>) DISTRIBUTED BY HASH(id) BUCKETS 3 PROPERTIES(""replication_num""=""1"");<br>INSERT INTO test_db.quality_test_num VALUES<br>  (1, 5.0, '2'),<br>  (2, 15.0, '4'),<br>  (3, 3.0, '1'),<br>  (4, -1.0, '3'),<br>  (5, 8.0, '5');<br>-- 不符合规则的数据：id=2(score=15越界)、id=4(score=-1越界)、id=5(category=5不在枚举)<br>3) 已通过【数据质量 → 规则集管理】页面点击【新建规则集】，完成 Step 1 基础信息配置如下：<br>- *选择数据源: Doris<br>- *选择数据库: test_db<br>- *选择数据表: quality_test_num<br>- 规则集描述: 无<br>- *规则包名称: 且关系校验包<br>点击【下一步】进入 Step 2 监控规则，在规则包""且关系校验包""中点击【新增规则】，统计函数选择【取值范围&枚举范围】，配置如下：<br>- *字段: score<br>- *取值范围: >1 且 <10<br>- *枚举值: category in '1,2,3'<br>- *条件关系: 且<br>- 强弱规则: 强规则<br>- 过滤条件: 无<br>- 规则描述: 无<br>点击【保存】完成规则集""ruleset_15695_and""创建<br>4) 已通过【数据质量 → 规则任务管理】页面，点击【新建监控规则】创建任务""task_15695_and""，Step 1 关联 Doris 数据源 test_db.quality_test_num 表，Step 2 监控规则中通过【导入规则包】导入规则集""ruleset_15695_and""的""且关系校验包""，已完成 Step 3 调度属性并保存","1. 进入【数据质量 → 规则任务管理】页面，等待规则任务列表加载完成
2. 在规则任务列表中点击任务 task_15695_and 对应行的【执行】按钮
3. 进入【数据质量 → 校验结果查询】页面，找到 task_15695_and 最新实例记录并打开实例详情，查看规则名称为【取值范围&枚举范围】、字段为 score 的规则行","1. 规则任务管理页面打开，任务列表显示已有任务数据行
2. 页面弹出提示信息，提示任务已提交执行
3. 实例详情中该规则行显示如下：
1) 规则类型列显示「有效性校验」
2) 规则名称列显示「取值范围&枚举范围」
3) 质检结果列显示「校验不通过」
4) 未通过原因列显示「不符合有效性规则」
5) 详情说明列完整展示取值范围 >1、取值范围 <10 和枚举值 in '1,2,3' 三项条件均参与判断
6) 操作列显示【查看详情】链接",1,功能测试,功能测试阶段
【内置规则丰富】有效性，支持设置字段多规则的且或关系(#10461),数据质量 规则任务管理 或关系 验证执行含取值范围&枚举范围或关系规则的任务后校验通过,"1) 使用 admin 账号登录数据资产平台<br>2) 已在 Doris 数据源中准备测试表及数据：<br>DROP TABLE IF EXISTS test_db.quality_test_num;<br>CREATE TABLE test_db.quality_test_num (<br>  id INT NOT NULL,<br>  score DOUBLE,<br>  category VARCHAR(50)<br>) DISTRIBUTED BY HASH(id) BUCKETS 3 PROPERTIES(""replication_num""=""1"");<br>INSERT INTO test_db.quality_test_num VALUES<br>  (1, 5.0, '2'),<br>  (2, 15.0, '4'),<br>  (3, 3.0, '1'),<br>  (4, -1.0, '3'),<br>  (5, 8.0, '5');<br>-- 或关系下：只需满足 score>1 或 category in '1,2,3' 其中之一即通过<br>-- 全部记录均满足或关系，校验通过<br>3) 已通过【数据质量 → 规则集管理】页面点击【新建规则集】，完成 Step 1 基础信息配置如下：<br>- *选择数据源: Doris<br>- *选择数据库: test_db<br>- *选择数据表: quality_test_num<br>- 规则集描述: 无<br>- *规则包名称: 或关系校验包<br>点击【下一步】进入 Step 2 监控规则，在规则包""或关系校验包""中点击【新增规则】，统计函数选择【取值范围&枚举范围】，配置如下：<br>- *字段: score<br>- *取值范围: >1<br>- *枚举值: category in '1,2,3'<br>- *条件关系: 或<br>- 强弱规则: 强规则<br>- 过滤条件: 无<br>- 规则描述: 无<br>点击【保存】完成规则集""ruleset_15695_or""创建<br>4) 已通过【数据质量 → 规则任务管理】页面，点击【新建监控规则】创建任务""task_15695_or""，Step 1 关联 Doris 数据源 test_db.quality_test_num 表，Step 2 通过【导入规则包】导入""ruleset_15695_or""的""或关系校验包""，已完成 Step 3 调度属性并保存","1. 进入【数据质量 → 规则任务管理】页面，等待规则任务列表加载完成
2. 点击任务 task_15695_or 对应行的【执行】按钮
3. 进入【数据质量 → 校验结果查询】页面，找到 task_15695_or 最新实例记录并打开实例详情","1. 规则任务管理页面打开，任务列表显示已有任务数据行
2. 页面弹出提示信息，提示任务已提交执行
3. 实例详情中该规则行显示如下：
1) 质检结果列显示「校验通过」
2) 详情说明列显示「符合规则""取值范围>1""或""枚举值in '1,2,3'""」
3) 操作列显示 --，不显示【查看详情】链接",2,功能测试,功能测试阶段
【内置规则丰富】有效性，支持设置字段多规则的且或关系(#10461),数据质量 规则任务管理 校验失败查看日志 验证弱规则标识在校验结果查询实例详情中展示正确,"1) 使用 admin 账号登录数据资产平台<br>2) 已在 Doris 数据源中准备测试表及数据：<br>DROP TABLE IF EXISTS test_db.quality_test_num;<br>CREATE TABLE test_db.quality_test_num (<br>  id INT NOT NULL,<br>  score DOUBLE,<br>  category VARCHAR(50)<br>) DISTRIBUTED BY HASH(id) BUCKETS 3 PROPERTIES(""replication_num""=""1"");<br>INSERT INTO test_db.quality_test_num VALUES<br>  (1, 5.0, '2'),<br>  (2, 15.0, '4'),<br>  (3, 3.0, '1'),<br>  (4, -1.0, '3'),<br>  (5, 8.0, '5');<br>3) 已通过【数据质量 → 规则集管理】页面点击【新建规则集】，完成 Step 1 基础信息配置如下：<br>- *选择数据源: Doris<br>- *选择数据库: test_db<br>- *选择数据表: quality_test_num<br>- 规则集描述: 无<br>- *规则包名称: 弱规则校验包<br>点击【下一步】进入 Step 2 监控规则，在规则包""弱规则校验包""中点击【新增规则】，统计函数选择【取值范围&枚举范围】，配置如下：<br>- *字段: score<br>- *取值范围: >1<br>- *枚举值: category in '1,2,3'<br>- *条件关系: 且<br>- 强弱规则: 弱规则<br>- 过滤条件: 无<br>- 规则描述: 无<br>点击【保存】完成规则集""ruleset_15695_weak""创建<br>4) 已通过【数据质量 → 规则任务管理】页面，点击【新建监控规则】创建任务""task_15695_weak""，Step 1 关联 Doris 数据源 test_db.quality_test_num 表，Step 2 通过【导入规则包】导入""ruleset_15695_weak""的""弱规则校验包""，已完成 Step 3 调度属性并保存","1. 进入【数据质量 → 规则任务管理】页面，等待规则任务列表加载完成
2. 点击任务 task_15695_weak 对应行的【执行】按钮
3. 进入【数据质量 → 校验结果查询】页面，找到 task_15695_weak 最新实例记录并打开实例详情，查看规则行强弱规则标识","1. 规则任务管理页面打开，任务列表显示已有任务数据行
2. 页面弹出提示信息，提示任务已提交执行
3. 实例详情中该规则行显示如下：
1) 强弱规则列标识为「弱规则」
2) 整体任务质量评分不因该弱规则不通过而降级",3,功能测试,功能测试阶段
【内置规则丰富】有效性，支持设置字段多规则的且或关系(#10461),数据质量 规则任务管理 校验失败查看日志 验证取值范围&枚举范围规则执行失败时可查看日志,1) 使用 admin 账号登录数据资产平台<br>2) 已有规则任务执行状态为【执行失败】，失败任务中包含取值范围&枚举范围规则<br>3) 可通过断开数据源连接或制造 SQL 执行错误来模拟执行失败,"1. 进入【数据质量 → 校验结果查询】页面，等待列表加载完成
2. 在校验结果查询列表中找到状态为【执行失败】且包含取值范围&枚举范围规则的实例记录，打开实例详情后点击对应规则行操作列【查看日志】链接","1. 校验结果查询页面打开，列表显示已有任务记录
2. 日志弹窗正常打开，显示任务执行失败的详细日志信息，包含失败时间戳、错误类型及错误详情",3,功能测试,功能测试阶段
【内置规则丰富】有效性，支持设置字段多规则的且或关系(#10461),数据质量 规则任务管理 抽样场景验证 验证结合抽样功能执行取值范围&枚举范围校验结果正确,"1) 使用 admin 账号登录数据资产平台<br>2) 已在 Doris 数据源中准备测试表及数据：<br>CREATE TABLE test_db.quality_test_sample (<br>  id INT NOT NULL,<br>  score DOUBLE,<br>  category VARCHAR(50)<br>) DISTRIBUTED BY HASH(id) BUCKETS 3 PROPERTIES(""replication_num""=""1"");<br>INSERT INTO test_db.quality_test_sample VALUES<br>  (1, 5.0, '2'),<br>  (2, 15.0, '4'),<br>  (3, 3.0, '1'),<br>  (4, -1.0, '3'),<br>  (5, 8.0, '5'),<br>  (6, 7.0, '1'),<br>  (7, 9.0, '2'),<br>  (8, 2.0, '3'),<br>  (9, 6.0, '1'),<br>  (10, 4.0, '2');<br>-- 共10条记录，抽样50%后校验5条数据<br>3) 已通过【数据质量 → 规则集管理】页面点击【新建规则集】，完成 Step 1 基础信息配置如下：<br>- *选择数据源: Doris<br>- *选择数据库: test_db<br>- *选择数据表: quality_test_sample<br>- 规则集描述: 无<br>- *规则包名称: 抽样校验包<br>点击【下一步】进入 Step 2 监控规则，在规则包""抽样校验包""中点击【新增规则】，统计函数选择【取值范围&枚举范围】，配置如下：<br>- *字段: score<br>- *取值范围: >1<br>- *枚举值: category in '1,2,3'<br>- *条件关系: 且<br>- 强弱规则: 强规则<br>- 过滤条件: 无<br>- 规则描述: 无<br>点击【保存】完成规则集""ruleset_15695_sample""创建<br>4) 已通过【数据质量 → 规则任务管理】页面，点击【新建监控规则】创建任务""task_15695_sample""，Step 1 关联 Doris 数据源 test_db.quality_test_sample 表，Step 2 通过【导入规则包】导入""ruleset_15695_sample""的""抽样校验包""，在任务配置中设置抽样比例为 50%，已完成 Step 3 调度属性并保存","1. 进入【数据质量 → 规则任务管理】页面，等待规则任务列表加载完成
2. 点击任务 task_15695_sample 对应行的【执行】按钮
3. 进入【数据质量 → 校验结果查询】页面，找到 task_15695_sample 最新实例记录并打开实例详情","1. 规则任务管理页面打开，任务列表显示已有任务数据行
2. 页面弹出提示信息，提示任务已提交执行
3. 实例详情中该规则行显示如下：
1) 质检结果列显示校验结果（校验通过或校验不通过），具体结果取决于实际抽样数据
2) 实例详情中的统计信息显示参与校验的数据量约为总数据量的 50%（约5条）
3) 详情说明中规则描述与配置一致",3,功能测试,功能测试阶段
【内置规则丰富】有效性，支持设置字段多规则的且或关系(#10461),数据质量 规则任务管理 分区表场景验证 验证对分区表指定分区执行取值范围&枚举范围校验结果正确,"1) 使用 admin 账号登录数据资产平台<br>2) 已在 Doris 数据源中准备分区表及数据：<br>CREATE TABLE test_db.quality_test_partition (<br>  id INT NOT NULL,<br>  score DOUBLE,<br>  category VARCHAR(50),<br>  dt DATE NOT NULL<br>) PARTITION BY RANGE(dt) (<br>  PARTITION p20260401 VALUES LESS THAN ('2026-04-02'),<br>  PARTITION p20260402 VALUES LESS THAN ('2026-04-03')<br>) DISTRIBUTED BY HASH(id) BUCKETS 3 PROPERTIES(""replication_num""=""1"");<br>INSERT INTO test_db.quality_test_partition VALUES<br>  (1, 5.0, '2', '2026-04-01'),<br>  (2, 15.0, '4', '2026-04-01'),<br>  (3, 3.0, '1', '2026-04-02'),<br>  (4, -1.0, '3', '2026-04-02');<br>-- p20260401 分区：id=1(满足)、id=2(score=15越界，不满足)<br>-- p20260402 分区：id=3(满足)、id=4(score=-1越界，不满足)<br>3) 已通过【数据质量 → 规则集管理】页面点击【新建规则集】，完成 Step 1 基础信息配置如下：<br>- *选择数据源: Doris<br>- *选择数据库: test_db<br>- *选择数据表: quality_test_partition<br>- 规则集描述: 无<br>- *规则包名称: 分区校验包<br>点击【下一步】进入 Step 2 监控规则，在规则包""分区校验包""中点击【新增规则】，统计函数选择【取值范围&枚举范围】，配置如下：<br>- *字段: score<br>- *取值范围: >1<br>- *枚举值: category in '1,2,3'<br>- *条件关系: 且<br>- 强弱规则: 强规则<br>- 过滤条件: 无<br>- 规则描述: 无<br>点击【保存】完成规则集""ruleset_15695_partition""创建<br>4) 已通过【数据质量 → 规则任务管理】页面，点击【新建监控规则】创建任务""task_15695_partition""，Step 1 关联 Doris 数据源 test_db.quality_test_partition 表并指定分区为 p20260401，Step 2 通过【导入规则包】导入""ruleset_15695_partition""的""分区校验包""，已完成 Step 3 调度属性并保存","1. 进入【数据质量 → 规则任务管理】页面，等待规则任务列表加载完成
2. 点击任务 task_15695_partition 对应行的【执行】按钮
3. 进入【数据质量 → 校验结果查询】页面，找到 task_15695_partition 最新实例记录并打开实例详情","1. 规则任务管理页面打开，任务列表显示已有任务数据行
2. 页面弹出提示信息，提示任务已提交执行
3. 实例详情中该规则行显示如下：
1) 质检结果列显示「校验不通过」
2) 仅 p20260401 分区数据参与校验（id=1 和 id=2）
3) 不通过记录为 id=2(score=15>1 满足取值范围，但 category=4 不在枚举 '1,2,3' 内) 不通过
4) p20260402 分区数据（id=3、id=4）未参与校验",3,功能测试,功能测试阶段
【内置规则丰富】有效性，支持设置字段多规则的且或关系(#10461),数据质量 规则库配置 规则库展示验证 验证规则库中新增取值范围&枚举范围内置规则展示正确,1) 使用 admin 账号登录数据资产平台<br>2) 账号具有数据质量模块查看权限,"1. 进入【数据质量 → 规则库配置】页面，等待规则库配置列表加载完成
2. 点击页面顶部【内置规则】Tab 页签，在规则分类筛选下拉框中勾选【有效性校验】，点击【确定】按钮，等待列表刷新完成
3. 在规则列表中查找规则名称为【取值范围&枚举范围】的规则条目，查看该行各列内容
4. 导出规则库","1. 规则库配置页面打开，列表显示规则数据
2. 列表按有效性校验分类筛选刷新完成，仅显示规则分类为「有效性校验」的规则条目
3. 规则库列表中存在规则名称为【取值范围&枚举范围】的条目，各列显示如下：
1) 规则解释列显示「取值范围和枚举范围的联合校验」
2) 规则分类列显示「有效性校验」
3) 关联范围列显示「字段」
4) 规则描述列显示「校验字段值取值范围和枚举范围是否符合要求，支持配置规则且或关系」
4. 存在取值范围&枚举范围-取值范围和枚举范围的联合校验-有效性校验",2,功能测试,功能测试阶段
【内置规则丰富】有效性，支持设置字段多规则的且或关系(#10461),数据质量 校验结果查询 校验不通过时明细查看与下载 验证取值范围&枚举范围规则校验「不通过时可查看」明细且校验字段标红展示,"1) 使用 admin 账号登录数据资产平台<br>2) 规则任务 task_15695_and 已执行完成，且关系规则校验结果为不通过<br>3) 已在 Doris 数据源中准备测试表及数据：<br>DROP TABLE IF EXISTS test_db.quality_test_num;<br>CREATE TABLE test_db.quality_test_num (<br>  id INT NOT NULL,<br>  score DOUBLE,<br>  category VARCHAR(50)<br>) DISTRIBUTED BY HASH(id) BUCKETS 3 PROPERTIES(""replication_num""=""1"");<br>INSERT INTO test_db.quality_test_num VALUES<br>  (1, 5.0, '2'),<br>  (2, 15.0, '4'),<br>  (3, 3.0, '1'),<br>  (4, -1.0, '3'),<br>  (5, 8.0, '5');<br>4) 数据表 test_db.quality_test_num 不符合规则的记录为 id=2(score=15)、id=4(score=-1)、id=5(category=5)<br>5) task_15695_and 最新实例详情中，取值范围&枚举范围规则行操作列显示【查看详情】链接","1. 进入【数据质量 → 校验结果查询】页面，等待列表加载完成
2. 在列表中找到 task_15695_and 最新实例记录，点击【查看详情】打开实例详情
3. 在实例详情中点击规则行操作列【查看详情】链接
4. 在明细数据页面中查看数据列表的字段展示情况和记录内容","1. 校验结果查询页面打开，列表显示已有任务记录
2. 实例详情页面打开，规则名称为【取值范围&枚举范围】的规则行数据加载完成，操作列显示【查看详情】链接
3. 明细数据页面打开，显示不通过记录数据列表
4. 明细数据展示如下：
1) 数据列表保留全部字段（id、score、category 均显示）
2) 校验字段 score 以标红方式展示（红色背景或红色字体）
3) 列表中仅包含不符合规则的记录（id=2、id=4、id=5），共 3 条
4) 符合规则的记录（id=1、id=3）不出现在明细中",1,功能测试,功能测试阶段
【内置规则丰富】有效性，支持设置字段多规则的且或关系(#10461),数据质量 校验结果查询 校验不通过时明细查看与下载 验证取值范围&枚举范围规则校验「不通过时下载」明细数据中校验字段标红展示,1) 使用 admin 账号登录数据资产平台<br>2) 规则任务 task_15695_and 最新实例已执行完成，且关系规则校验结果为不通过<br>3) task_15695_and 最新实例详情中，取值范围&枚举范围规则行操作列显示【查看详情】链接，对应不通过记录为 id=2、id=4、id=5,"1. 进入【数据质量 → 校验结果查询】页面，等待列表加载完成
2. 在列表中找到 task_15695_and 最新实例记录，点击【查看详情】打开实例详情，再点击取值范围&枚举范围规则行操作列【查看详情】链接
3. 点击【下载明细】按钮，等待文件下载完成
4. 打开下载的明细文件（Excel 格式），查看 score 字段列的单元格格式及颜色标注","1. 校验结果查询页面打开，列表显示已有任务记录
2. 明细数据页面打开，数据列表显示不通过记录（id=2、id=4、id=5），共 3 条
3. 浏览器触发文件下载
4. 下载文件展示如下：
1) 文件可正常打开，包含所有字段列（id、score、category）
2) score 字段列中不符合规则记录对应单元格以红色背景或红色字体标红展示
3) 文件中记录数为 3 条（id=2、id=4、id=5），与页面明细列表数量一致",2,功能测试,功能测试阶段
【内置规则丰富】有效性，支持设置字段多规则的且或关系(#10461),数据质量 校验结果查询 校验不通过时明细查看与下载 验证取值范围&枚举范围规则校验「通过时不记录」明细数据且操作列不显示查看详情,1) 使用 admin 账号登录数据资产平台<br>2) 规则任务 task_15695_or 已执行完成，或关系下全部记录均满足，校验结果为通过,"1. 进入【数据质量 → 校验结果查询】页面，等待列表加载完成
2. 在列表中找到 task_15695_or 最新实例记录，点击【查看详情】打开实例详情
3. 在实例详情中查看该规则行的质检结果列、详情说明列和操作列内容","1. 校验结果查询页面打开，列表显示已有任务记录
2. 实例详情页面打开，规则名称为【取值范围&枚举范围】的规则行数据加载完成
3. 实例详情中该规则行显示如下：
1) 质检结果列显示「校验通过」
2) 详情说明列显示「符合规则""取值范围>1""或""枚举值in '1,2,3'""」
3) 操作列显示 --，不显示【查看详情】链接，明细数据不可访问",2,功能测试,功能测试阶段
【内置规则丰富】有效性，支持设置字段多规则的且或关系(#10461),数据质量 数据质量报告 质量报告说明 验证仅配置枚举值in校验通过时质量报告详情说明使用枚举值独立说明模板,"1) 使用 admin 账号登录数据资产平台<br>2) 已在 Doris 数据源中准备测试表及数据：<br>CREATE TABLE test_db.quality_test_enum_pass (<br>  id INT NOT NULL,<br>  category VARCHAR(50)<br>) DISTRIBUTED BY HASH(id) BUCKETS 3 PROPERTIES(""replication_num""=""1"");<br>INSERT INTO test_db.quality_test_enum_pass VALUES<br>  (1, '1'),<br>  (2, '2'),<br>  (3, '3');<br>-- 所有记录 category 值均在枚举 '1,2,3' 内<br>3) 已通过【数据质量 → 规则集管理】页面点击【新建规则集】，完成 Step 1 基础信息配置如下：<br>- *选择数据源: Doris<br>- *选择数据库: test_db<br>- *选择数据表: quality_test_enum_pass<br>- 规则集描述: 无<br>- *规则包名称: 枚举通过包<br>点击【下一步】进入 Step 2 监控规则，在规则包""枚举通过包""中点击【新增规则】，统计函数选择【枚举值】，配置如下：<br>- *字段: category<br>- *枚举值: in '1,2,3'<br>- 强弱规则: 强规则<br>- 过滤条件: 无<br>- 规则描述: 无<br>点击【保存】完成规则集""ruleset_15695_enum_pass""创建<br>4) 已通过【数据质量 → 规则任务管理】创建任务""task_15695_enum_pass""，通过【导入规则包】导入""ruleset_15695_enum_pass""的""枚举通过包""，点击【下一步】进入 Step 3 调度属性，保持默认配置后点击【保存】，已执行完成且校验结果为通过","1. 进入【数据质量 → 数据质量报告】页面，等待报告列表加载完成
2. 找到任务 task_15695_enum_pass 对应的枚举值规则行，查看详情说明列内容","1. 质量报告页面打开，报告列表加载完成
2. 详情说明列显示「字段枚举值不存在约定范围外的值，符合规则""枚举值in '1,2,3'""」，不显示取值范围相关说明",1,功能测试,功能测试阶段
【内置规则丰富】有效性，支持设置字段多规则的且或关系(#10461),数据质量 数据质量报告 质量报告说明 验证仅配置枚举值in校验不通过时质量报告详情说明包含越界值数量统计,"1) 使用 admin 账号登录数据资产平台<br>2) 已在 Doris 数据源中准备测试表及数据：<br>DROP TABLE IF EXISTS test_db.quality_test_num;<br>CREATE TABLE test_db.quality_test_num (<br>  id INT NOT NULL,<br>  score DOUBLE,<br>  category VARCHAR(50)<br>) DISTRIBUTED BY HASH(id) BUCKETS 3 PROPERTIES(""replication_num""=""1"");<br>INSERT INTO test_db.quality_test_num VALUES<br>  (1, 5.0, '2'),<br>  (2, 15.0, '4'),<br>  (3, 3.0, '1'),<br>  (4, -1.0, '3'),<br>  (5, 8.0, '5');<br>-- category 字段不在枚举值 '1,2,3' 内的数据：id=2(category=4)、id=5(category=5)<br>3) 已通过【数据质量 → 规则集管理】页面点击【新建规则集】，完成 Step 1 基础信息配置如下：<br>- *选择数据源: Doris<br>- *选择数据库: test_db<br>- *选择数据表: quality_test_num<br>- 规则集描述: 无<br>- *规则包名称: 枚举失败包<br>点击【下一步】进入 Step 2 监控规则，在规则包""枚举失败包""中点击【新增规则】，统计函数选择【枚举值】，配置如下：<br>- *字段: category<br>- *枚举值: in '1,2,3'<br>- 强弱规则: 强规则<br>- 过滤条件: 无<br>- 规则描述: 无<br>点击【保存】完成规则集""ruleset_15695_enum_fail""创建<br>4) 已通过【数据质量 → 规则任务管理】创建任务""task_15695_enum_fail""，通过【导入规则包】导入""ruleset_15695_enum_fail""的""枚举失败包""，点击【下一步】进入 Step 3 调度属性，保持默认配置后点击【保存】，已执行完成且校验结果为不通过","1. 进入【数据质量 → 数据质量报告】页面，等待报告列表加载完成
2. 找到任务 task_15695_enum_fail 对应的枚举值规则行，查看详情说明列内容","1. 质量报告页面打开，报告列表加载完成
2. 详情说明列显示「字段枚举值存在约定范围外的值，约定范围外的值的数量总计为2个，不符合规则""枚举值in '1,2,3'""」，操作列显示【查看详情】链接",2,功能测试,功能测试阶段
【内置规则丰富】有效性，支持设置字段多规则的且或关系(#10461),数据质量 数据质量报告 质量报告说明 验证仅配置枚举值not in校验不通过时质量报告详情说明展示not in规则描述,"1) 使用 admin 账号登录数据资产平台<br>2) 已在 Doris 数据源中准备测试表及数据：<br>DROP TABLE IF EXISTS test_db.quality_test_num;<br>CREATE TABLE test_db.quality_test_num (<br>  id INT NOT NULL,<br>  score DOUBLE,<br>  category VARCHAR(50)<br>) DISTRIBUTED BY HASH(id) BUCKETS 3 PROPERTIES(""replication_num""=""1"");<br>INSERT INTO test_db.quality_test_num VALUES<br>  (1, 5.0, '2'),<br>  (2, 15.0, '4'),<br>  (3, 3.0, '1'),<br>  (4, -1.0, '3'),<br>  (5, 8.0, '5');<br>-- category 字段值为 4 和 5 的数据：id=2(category=4)、id=5(category=5)<br>3) 已通过【数据质量 → 规则集管理】页面点击【新建规则集】，完成 Step 1 基础信息配置如下：<br>- *选择数据源: Doris<br>- *选择数据库: test_db<br>- *选择数据表: quality_test_num<br>- 规则集描述: 无<br>- *规则包名称: notin失败包<br>点击【下一步】进入 Step 2 监控规则，在规则包""notin失败包""中点击【新增规则】，统计函数选择【枚举值】，配置如下：<br>- *字段: category<br>- *枚举值: not in '4,5'<br>- 强弱规则: 强规则<br>- 过滤条件: 无<br>- 规则描述: 无<br>点击【保存】完成规则集""ruleset_15695_enum_notin""创建<br>4) 已通过【数据质量 → 规则任务管理】创建任务""task_15695_enum_notin_fail""，通过【导入规则包】导入""ruleset_15695_enum_notin""的""notin失败包""，点击【下一步】进入 Step 3 调度属性，保持默认配置后点击【保存】，已执行完成且校验结果为不通过","1. 进入【数据质量 → 数据质量报告】页面，等待报告列表加载完成
2. 找到任务 task_15695_enum_notin_fail 对应的枚举值规则行，查看详情说明列内容","1. 质量报告页面打开，报告列表加载完成
2. 详情说明列中规则描述部分显示「枚举值not in '4,5'」，约定范围外的值数量统计准确，操作列显示【查看详情】链接",2,功能测试,功能测试阶段
