所属模块,用例标题,前置条件,步骤,预期,优先级,用例类型,适用阶段
【内置规则丰富】有效性，json中key对应的value值格式校验(#10459),数据质量 规则集管理 规则配置 验证选择非json或string类型字段时「格式-json格式校验」统计规则选项不可选,"1) 使用 admin 账号登录系统<br>2) 已执行以下 SQL 创建包含 int 类型字段的测试表：<br>   CREATE TABLE quality_test_db.int_type_test (<br>     id INT,<br>     count_val INT,<br>     note VARCHAR(255)<br>   );<br>3) 已在资产平台引入该表，元数据中 count_val 字段类型识别为 int<br>4) 已通过【数据质量 → 规则集管理】页面，点击【新建规则集】创建规则集""rule_set_int_type_test""，关联Doris数据源quality_test_db库int_type_test表，规则包名称""int类型限制测试包""，点击【下一步】进入 Step 2 监控规则，在规则包中点击【新增规则】，统计函数选择【非空值数】，字段选择 payload，点击规则行【保存】，再点击页面底部【保存】完成规则集创建<br>5) 已在「通用配置 → json格式校验管理」中维护key路径「person-name」，中文名称「人员姓名」，value格式正则：^[\u4e00-\u9fa5]+$","1. 进入【数据质量 → 规则集管理】页面，等待规则集列表加载完成
2. 找到规则集""rule_set_int_type_test""，点击操作列的【编辑】按钮，进入 Step 2 监控规则页面，在""int类型限制测试包""中点击【新增规则】，选择「有效性校验」，「字段」下拉框选择「count_val（int）」，展开「统计规则」下拉框","1. 规则集管理页面正常打开，列表加载完成
2. 「统计规则」下拉框中不出现「格式-json格式校验」选项",2,功能测试,功能测试阶段
【内置规则丰富】有效性，json中key对应的value值格式校验(#10459),数据质量 规则集管理 规则配置 验证未选择校验key时保存规则提示「请选择校验key」,"1) 使用 admin 账号登录系统<br>2) 已通过【数据质量 → 规则集管理】页面，点击【新建规则集】创建规则集""rule_set_required_test""，关联Doris数据源quality_test_db库json_format_test表，规则包名称""必填校验测试包""，点击【下一步】进入 Step 2 监控规则，在规则包中点击【新增规则】，统计函数选择【非空值数】，字段选择 payload，点击规则行【保存】，再点击页面底部【保存】完成规则集创建<br>3) 已在「通用配置 → json格式校验管理」中维护key路径「person-name」，中文名称「人员姓名」，value格式正则：^[\u4e00-\u9fa5]+$","1. 进入【数据质量 → 规则集管理】页面，等待规则集列表加载完成
2. 找到规则集""rule_set_required_test""，点击操作列的【编辑】按钮，进入 Step 2 监控规则页面，在""必填校验测试包""中点击【新增规则】，选择「有效性校验」，按如下配置：
- *字段：info（json）
- *统计规则：格式-json格式校验
- *校验key：不选择任何key
直接点击【保存】按钮","1. 规则集管理页面正常打开，列表加载完成
2. 保存失败；「校验key」输入框下方显示错误提示「请选择校验key」；规则未被添加到列表",2,功能测试,功能测试阶段
【内置规则丰富】有效性，json中key对应的value值格式校验(#10459),数据质量 规则集管理 规则配置参数展示 验证保存后规则配置参数展示区域各字段内容正确,"1) 使用 admin 账号登录系统<br>2) 已在「通用配置 → json格式校验管理」中维护key路径「device-type」，中文名称「设备类型」，value格式正则：^(mobile|pc|tablet)$<br>3) 已通过【数据质量 → 规则集管理】页面，创建规则集""rule_set_param_display_test""，关联Doris数据源quality_test_db库含json字段（字段名 device_info，类型 json）的数据表，规则包名称""参数展示测试包""，点击【下一步】进入 Step 2 监控规则，在规则包中点击【新增规则】，统计函数选择【非空值数】，字段选择 payload，点击规则行【保存】，再点击页面底部【保存】完成规则集创建，在 Step 2 中配置「格式-json格式校验」规则：<br>   - 字段：device_info<br>   - 校验key：device-type<br>   - 强弱规则：强规则<br>   并已保存","1. 进入【数据质量 → 规则集管理】页面，等待规则集列表加载完成
2. 找到规则集""rule_set_param_display_test""，点击操作列的【编辑】按钮，进入 Step 2 监控规则页面，查看""参数展示测试包""中已配置的「格式-json格式校验」规则行的参数展示区域","1. 规则集管理页面正常打开，列表加载完成
2. 规则配置参数展示区域各字段内容如下：
1) 规则类型=「字段级」
2) 字段=「device_info」
3) 统计规则=「格式-json格式校验」
4) 校验key=「device-type」
5) 强弱规则=「强规则」",2,功能测试,功能测试阶段
【内置规则丰富】有效性，json中key对应的value值格式校验(#10459),数据质量 规则任务管理 P0-主流程 验证格式-json格式校验完整主流程：规则集配置+导入规则包+执行任务+在校验结果查询中查看通过实例,"1) 使用 admin 账号登录系统<br>2) 数据源中心已添加数据源「测试数据源_Doris」并授权给资产平台<br>3) 已在「通用配置 → json格式校验管理」中维护如下数据：<br>   - key路径「person-name」，中文名称「人员姓名」，value格式正则：^[\u4e00-\u9fa5]+$<br>   - key路径「person-age」，中文名称「人员年龄」，value格式正则：^\d{1,3}$<br>   - key路径「person-email」，中文名称「人员邮箱」，未配置value格式<br>4) 资产平台已引入该数据源，数据源下存在 quality_test_db 数据库<br>5) 已执行以下 SQL 创建测试表并灌入数据：<br>   CREATE TABLE quality_test_db.json_format_test (<br>     id INT,<br>     info JSON,<br>     name VARCHAR(255)<br>   );<br>   INSERT INTO quality_test_db.json_format_test VALUES<br>     (1, '{""person"":{""name"":""张三"",""age"":""25"",""email"":""test@example.com""}}', 'row1'),<br>     (2, '{""person"":{""name"":""李四"",""age"":""30"",""email"":""admin@test.com""}}', 'row2');<br>6) 已在资产平台引入该表，且元数据中 info 字段类型识别为 json","1. 进入【数据质量 → 规则集管理】页面，等待规则集列表加载完成
2. 点击【新建规则集】，在 Step 1 基础信息中按顺序配置如下：
- *选择数据源：测试数据源_Doris
- *选择数据库：quality_test_db
- *选择数据表：json_format_test
- 规则集描述：无
- *规则包名称：P0主流程测试包（点击【新增】按钮添加）
点击【下一步】
3. 在 Step 2 监控规则中，在「P0主流程测试包」下点击【新增规则】，选择【有效性校验】，按顺序配置如下：
- *规则类型：字段级
- *字段：info（json）
- *统计规则：格式-json格式校验
- *校验key：person-name、person-age
- 强弱规则：强规则
- 过滤条件：无
- 规则描述：无
点击规则行的【保存】按钮，再点击页面底部【保存】
4. 进入【数据质量 → 规则任务管理】页面，等待规则任务列表加载完成，点击【新建监控规则】，在 Step 1 基础信息中按顺序配置如下：
- *规则名称：json格式校验任务_P0
- *选择数据源：测试数据源_Doris
- *选择数据库：quality_test_db
- *选择数据表：json_format_test
点击【下一步】
5. 在 Step 2 监控规则中点击【导入规则包】，选择规则集管理中刚创建的规则包「P0主流程测试包」并确认导入
6. 点击【下一步】进入 Step 3 调度属性，填写调度属性后点击【保存】
7. 在规则任务列表中找到「json格式校验任务\_P0」，点击操作列的【立即执行】按钮
8. 进入【数据质量 → 校验结果查询】页面，等待列表加载完成，找到「json格式校验任务\_P0」最新实例记录并打开实例详情","1. 规则集管理页面正常打开，列表加载完成
2. Step 1 校验通过，进入 Step 2 监控规则页面
3. 规则集保存成功，列表新增 json_format_test 表对应的规则集记录，规则包「P0主流程测试包」下显示已保存的「格式-json格式校验」规则
4. Step 1 校验通过，进入 Step 2 监控规则页面
5. 规则包导入成功，Step 2 页面仅展示从规则集管理导入的「格式-json格式校验」相关规则，无额外手工新增规则
6. 规则任务创建成功，返回任务列表后可查询到任务「json格式校验任务\_P0」
7. 页面弹出提示信息，提示任务已提交执行
8. 1) 本次执行生成新的实例记录，任务名称与执行时间与本次操作匹配
2) 实例状态显示「已完成」，最新校验结果显示「校验通过」
3) 实例详情中「格式-json格式校验」规则行展示：规则类型=「有效性校验」、规则名称=「格式-json格式校验」、字段类型=「json」、质检结果=「校验通过」、未通过原因=「--」、详情说明=「符合规则key为""person-name;person-age""时的value格式要求」
4) 操作列不显示「查看详情」链接",1,功能测试,功能测试阶段
【内置规则丰富】有效性，json中key对应的value值格式校验(#10459),数据质量 规则任务管理 P0-主流程 验证格式-json格式校验校验不通过主流程：规则集配置+导入规则包+执行任务+在校验结果查询中查看失败明细,"1) 使用 admin 账号登录系统<br>2) 数据源中心已添加数据源「测试数据源_Doris」并授权给资产平台<br>3) 资产平台已引入该数据源，数据源下存在 quality_test_db 数据库<br>4) 已在「通用配置 → json格式校验管理」中维护：<br>   - key路径「order-amount」，中文名称「订单金额」，value格式正则：^\d+\.\d{2}$<br>   - key路径「order-status」，中文名称「订单状态」，value格式正则：^(pending|paid|cancelled)$<br>5) 已执行以下 SQL 创建测试表并灌入包含不合规数据的数据：<br>   CREATE TABLE quality_test_db.json_invalid_test (<br>     id INT,<br>     order_info JSON,<br>     remark VARCHAR(255)<br>   );<br>   INSERT INTO quality_test_db.json_invalid_test VALUES<br>     (1, '{""order"":{""amount"":""100.00"",""status"":""paid""}}', 'row_valid'),<br>     (2, '{""order"":{""amount"":""abc"",""status"":""unknown""}}', 'row_invalid'),<br>     (3, '{""order"":{""amount"":""50.5"",""status"":""pending""}}', 'row_invalid2');<br>6) 已在资产平台引入该表，且元数据中 order_info 字段类型识别为 json","1. 进入【数据质量 → 规则集管理】页面，等待规则集列表加载完成
2. 点击【新建规则集】，在 Step 1 基础信息中按顺序配置如下：
- *选择数据源：测试数据源_Doris
- *选择数据库：quality_test_db
- *选择数据表：json_invalid_test
- 规则集描述：无
- *规则包名称：校验不通过测试包（点击【新增】按钮添加）
点击【下一步】
3. 在 Step 2 监控规则中，在「校验不通过测试包」下点击【新增规则】，选择【有效性校验】，按顺序配置如下：
- *规则类型：字段级
- *字段：order_info（json）
- *统计规则：格式-json格式校验
- *校验key：order-amount、order-status
- 强弱规则：强规则
- 过滤条件：无
- 规则描述：无
点击规则行的【保存】按钮，再点击页面底部【保存】
4. 进入【数据质量 → 规则任务管理】页面，等待规则任务列表加载完成，点击【新建监控规则】，在 Step 1 基础信息中按顺序配置如下：
- *规则名称：json格式校验任务_不通过
- *选择数据源：测试数据源_Doris
- *选择数据库：quality_test_db
- *选择数据表：json_invalid_test
点击【下一步】
5. 在 Step 2 监控规则中点击【导入规则包】，选择规则集管理中刚创建的规则包「校验不通过测试包」并确认导入
6. 点击【下一步】进入 Step 3 调度属性，填写调度属性后点击【保存】
7. 在规则任务列表中找到「json格式校验任务\_不通过」，点击操作列的【立即执行】按钮
8. 进入【数据质量 → 校验结果查询】页面，等待列表加载完成，找到「json格式校验任务\_不通过」最新实例记录并打开实例详情
9. 点击「格式-json格式校验」规则行操作列的【查看详情】链接，等待明细弹窗加载完成","1. 规则集管理页面正常打开，列表加载完成
2. Step 1 校验通过，进入 Step 2 监控规则页面
3. 规则集保存成功，列表新增 json_invalid_test 表对应的规则集记录，规则包「校验不通过测试包」下显示已保存的「格式-json格式校验」规则
4. Step 1 校验通过，进入 Step 2 监控规则页面
5. 规则包导入成功，Step 2 页面仅展示从规则集管理导入的「格式-json格式校验」相关规则，无额外手工新增规则
6. 规则任务创建成功，返回任务列表后可查询到任务「json格式校验任务\_不通过」
7. 页面弹出提示信息，提示任务已提交执行
8. 1) 本次执行生成新的实例记录，任务名称与执行时间与本次操作匹配
2) 实例状态显示「已完成」，最新校验结果显示「校验不通过」
3) 实例详情中「格式-json格式校验」规则行展示：规则类型=「有效性校验」、规则名称=「格式-json格式校验」、字段类型=「json」、质检结果=「校验不通过」、未通过原因=「key对应value格式校验未通过」、详情说明=「不符合规则key为""order-amount;order-status""时的value格式要求」
4) 操作列显示「查看详情」链接
9. 弹窗标题显示「查看""有效性校验-格式-json格式校验""明细」；明细列表加载完成，显示不符合要求的数据行（id=2 和 id=3 的记录）；「order_info」字段以红色高亮标红展示，其余字段正常展示",1,功能测试,功能测试阶段
【内置规则丰富】有效性，json中key对应的value值格式校验(#10459),数据质量 规则任务管理 数据源兼容性 验证「格式-json格式校验」规则在SparkThrift 2.x数据源下执行正确,"1) 使用 admin 账号登录系统<br>2) 数据源中心已添加 SparkThrift 2.x 版本数据源「测试数据源_Spark2」并授权给资产平台<br>3) 已在「通用配置 → json格式校验管理」中维护 key路径「event-type」，中文名称「事件类型」，value格式正则：^(click|view|purchase)$<br>4) 已在 Spark 数据源的 spark_test_db 数据库中创建测试表并灌入数据：<br>   CREATE TABLE spark_test_db.json_event_test (<br>     id INT,<br>     event_data STRING<br>   );<br>   INSERT INTO spark_test_db.json_event_test VALUES<br>     (1, '{""event"":{""type"":""click""}}'),<br>     (2, '{""event"":{""type"":""unknown""}}');<br>5) 已通过【数据质量 → 规则集管理】页面完成规则集""rule_set_spark2_compat""创建：Step 1 基础信息中关联 SparkThrift2.x 数据源的 spark_test_db.json_event_test 表，并新增规则包""Spark2兼容性测试包""；点击【下一步】进入 Step 2 监控规则，点击【新增规则】，选择【有效性校验】，配置字段=event_data（string类型）、统计规则=格式-json格式校验、校验key=event-type、强弱规则=强规则、过滤条件=无、规则描述=无；点击规则行的【保存】按钮，再点击页面底部【保存】，规则集创建成功<br>6) 已通过【数据质量 → 规则任务管理】页面完成任务""Spark2兼容性测试任务""创建：Step 1 基础信息中规则名称=Spark2兼容性测试任务，并关联同一 Spark 表；点击【下一步】进入 Step 2 监控规则，仅通过【导入规则包】导入规则集""rule_set_spark2_compat""的""Spark2兼容性测试包""；点击【下一步】进入 Step 3 调度属性，点击【保存】，任务创建成功","1. 进入【数据质量 → 规则任务管理】页面，等待规则任务列表加载完成
2. 找到「Spark2兼容性测试任务」，点击【立即执行】按钮
3. 进入【数据质量 → 校验结果查询】页面，找到「Spark2兼容性测试任务」最新实例记录并打开实例详情","1. 规则任务管理页面正常打开，列表加载完成
2. 页面弹出提示信息，提示任务已提交执行
3. 1) 本次执行生成新的实例记录，任务名称与执行时间与本次操作匹配
2) 实例状态显示「已完成」，最新校验结果显示「校验不通过」
3) 实例详情中 id=1 记录质检结果=「校验通过」，id=2 记录因 event.type 值为「unknown」而质检结果=「校验不通过」",2,功能测试,功能测试阶段
【内置规则丰富】有效性，json中key对应的value值格式校验(#10459),数据质量 规则任务管理 数据源兼容性 验证「格式-json格式校验」规则在Doris 3.x数据源下执行正确,"1) 使用 admin 账号登录系统<br>2) 数据源中心已添加 Doris 3.x 版本数据源「测试数据源_Doris3」并授权给资产平台<br>3) 已在「通用配置 → json格式校验管理」中维护 key路径「item-sku」，中文名称「商品SKU」，value格式正则：^SKU\d{8}$<br>4) 已执行以下 SQL 创建测试表并灌入数据：<br>   CREATE TABLE quality_doris3_test.json_sku_test (<br>     id INT,<br>     item_info JSON<br>   ) DISTRIBUTED BY HASH(id) BUCKETS 3 PROPERTIES (""replication_num"" = ""1"");<br>   INSERT INTO quality_doris3_test.json_sku_test VALUES<br>     (1, '{""item"":{""sku"":""SKU12345678""}}'),<br>     (2, '{""item"":{""sku"":""invalid_sku""}}');<br>5) 已通过【数据质量 → 规则集管理】页面完成规则集""rule_set_doris3_compat""创建：Step 1 基础信息中关联 Doris3.x 数据源的 quality_doris3_test.json_sku_test 表，并新增规则包""Doris3兼容性测试包""；点击【下一步】进入 Step 2 监控规则，点击【新增规则】，选择【有效性校验】，配置字段=item_info（json类型）、统计规则=格式-json格式校验、校验key=item-sku、强弱规则=强规则、过滤条件=无、规则描述=无；点击规则行的【保存】按钮，再点击页面底部【保存】，规则集创建成功<br>6) 已通过【数据质量 → 规则任务管理】页面完成任务""Doris3兼容性测试任务""创建：Step 1 基础信息中规则名称=Doris3兼容性测试任务，并关联同一 Doris3.x 表；点击【下一步】进入 Step 2 监控规则，仅通过【导入规则包】导入规则集""rule_set_doris3_compat""的""Doris3兼容性测试包""；点击【下一步】进入 Step 3 调度属性，点击【保存】，任务创建成功","1. 进入【数据质量 → 规则任务管理】页面，等待规则任务列表加载完成
2. 找到「Doris3兼容性测试任务」，点击【立即执行】按钮
3. 进入【数据质量 → 校验结果查询】页面，找到「Doris3兼容性测试任务」最新实例记录并打开实例详情
4. 点击「格式-json格式校验」规则行操作列的【查看详情】按钮，等待明细弹窗加载完成","1. 规则任务管理页面正常打开，列表加载完成
2. 页面弹出提示信息，提示任务已提交执行
3. 1) 本次执行生成新的实例记录，任务名称与执行时间与本次操作匹配
2) 实例状态显示「已完成」，最新校验结果显示「校验不通过」
3) 实例详情中 id=1 记录质检结果=「校验通过」，id=2 记录质检结果=「校验不通过」
4. 明细列表正确显示 id=2 的不合规记录，「item_info」字段标红展示",2,功能测试,功能测试阶段
【内置规则丰富】有效性，json中key对应的value值格式校验(#10459),数据质量 规则任务管理 数据源兼容性 验证「格式-json格式校验」规则在Hive 2.x数据源下执行正确,"1) 使用 admin 账号登录系统<br>2) 数据源中心已添加 Hive 2.x 版本数据源「测试数据源_Hive2」并授权给资产平台<br>3) 已在「通用配置 → json格式校验管理」中维护 key路径「score-value」，中文名称「分数值」，value格式正则：^\d{1,3}$<br>4) 已在 Hive 数据源的 hive_test_db 数据库中创建测试表并灌入数据：<br>   CREATE TABLE hive_test_db.json_score_test (<br>     id INT,<br>     score_info STRING<br>   ) ROW FORMAT DELIMITED FIELDS TERMINATED BY ',';<br>   INSERT INTO hive_test_db.json_score_test VALUES<br>     (1, '{""score"":{""value"":""95""}}'),<br>     (2, '{""score"":{""value"":""1000""}}');<br>5) 已通过【数据质量 → 规则集管理】页面完成规则集""rule_set_hive2_compat""创建：Step 1 基础信息中关联 Hive2.x 数据源的 hive_test_db.json_score_test 表，并新增规则包""Hive2兼容性测试包""；点击【下一步】进入 Step 2 监控规则，点击【新增规则】，选择【有效性校验】，配置字段=score_info（string类型）、统计规则=格式-json格式校验、校验key=score-value、强弱规则=强规则、过滤条件=无、规则描述=无；点击规则行的【保存】按钮，再点击页面底部【保存】，规则集创建成功<br>6) 已通过【数据质量 → 规则任务管理】页面完成任务""Hive2兼容性测试任务""创建：Step 1 基础信息中规则名称=Hive2兼容性测试任务，并关联同一 Hive 表；点击【下一步】进入 Step 2 监控规则，仅通过【导入规则包】导入规则集""rule_set_hive2_compat""的""Hive2兼容性测试包""；点击【下一步】进入 Step 3 调度属性，点击【保存】，任务创建成功","1. 进入【数据质量 → 规则任务管理】页面，等待规则任务列表加载完成
2. 找到「Hive2兼容性测试任务」，点击【立即执行】按钮
3. 进入【数据质量 → 校验结果查询】页面，找到「Hive2兼容性测试任务」最新实例记录并打开实例详情","1. 规则任务管理页面正常打开，列表加载完成
2. 页面弹出提示信息，提示任务已提交执行
3. 1) 本次执行生成新的实例记录，任务名称与执行时间与本次操作匹配
2) 实例状态显示「已完成」，最新校验结果显示「校验不通过」
3) 实例详情中 id=1 记录质检结果=「校验通过」，id=2 记录因 score.value 值为「1000」而质检结果=「校验不通过」",2,功能测试,功能测试阶段
【内置规则丰富】有效性，json中key对应的value值格式校验(#10459),数据质量 规则任务管理 大数据量场景 验证json格式配置中维护上千个key时执行校验与结果展示正常,"1) 使用 admin 账号登录系统<br>2) 已在「通用配置 → json格式校验管理」中维护1200条key，其中：<br>   - key路径「perf-key-0001」至「perf-key-1000」，中文名称「性能键0001」至「性能键1000」，每条均配置value格式正则：^.+$（共1000条已配置value格式）<br>   - key路径「perf-novalue-1001」至「perf-novalue-1200」，中文名称「无格式键1001」至「无格式键1200」，未配置value格式（共200条未配置value格式）<br>   通用配置导入文件生成脚本如下:<br><br>   import openpyxl<br><br>   wb = openpyxl.Workbook()<br>   ws1 = wb.active<br>   ws1.title = ""一层""<br>   ws1.append([""key"", ""中文名称"", ""value格式""])<br>   for i in range(1, 1001):<br>       ws1.append([f""perf-key-{i:04d}"", f""性能键{i:04d}"", ""^.+$""])<br>   for i in range(1001, 1201):<br>       ws1.append([f""perf-novalue-{i}"", f""无格式键{i}"", """"])<br><br>   wb.save(""json_value_format_import_1200.xlsx"")<br>   print(""已生成 json_value_format_import_1200.xlsx，共1200条key数据（1000条配置value格式+200条未配置）"")<br><br>3) 已执行以下 SQL 创建测试表并灌入数据：<br>   CREATE TABLE quality_test_db.json_perf_test (<br>     id INT,<br>     big_info JSON<br>   );<br>   INSERT INTO quality_test_db.json_perf_test VALUES<br>     (1, '{""perf-key-0001"":""value_1"",""perf-key-0002"":""value_2""}'),<br>     (2, '{""perf-key-0001"":"""",""perf-key-0002"":""value_2""}');<br>   Doris表大量json数据灌数脚本如下:<br><br>   lines = []<br>   lines.append(""CREATE TABLE IF NOT EXISTS quality_test_db.json_perf_test (id INT, big_info JSON);"")<br>   lines.append(""INSERT INTO quality_test_db.json_perf_test VALUES"")<br>   for i in range(1, 1001):<br>       keys = [f'""perf-key-{j:04d}"": ""value_{j}""' for j in range(max(1, i-2), min(1001, i+3))]<br>       json_str = ""{"" + "", "".join(keys) + ""}""<br>       comma = "","" if i < 1000 else "";""<br>       lines.append(f""  ({i + 100}, '{json_str}'){comma}"")<br><br>   with open(""insert_json_perf_1000.sql"", ""w"") as f:<br>       f.write(""\n"".join(lines))<br>   print(""已生成 insert_json_perf_1000.sql，共1000条INSERT记录"")<br><br>4) 已通过【数据质量 → 规则集管理】页面完成规则集""rule_set_perf_test""创建：Step 1 基础信息中关联 Doris 数据源 quality_test_db.json_perf_test 表，并新增规则包""大数据量key校验包""；点击【下一步】进入 Step 2 监控规则，点击【新增规则】，选择【有效性校验】，配置字段=big_info、统计规则=格式-json格式校验、校验key=perf-key-0001 和 perf-key-0002、强弱规则=强规则、过滤条件=无、规则描述=无；点击规则行的【保存】按钮，再点击页面底部【保存】，规则集创建成功<br>5) 已通过【数据质量 → 规则任务管理】页面完成任务""大数据量key校验任务""创建：Step 1 基础信息中规则名称=大数据量key校验任务，并关联同一 Doris 表；点击【下一步】进入 Step 2 监控规则，仅通过【导入规则包】导入规则集""rule_set_perf_test""的""大数据量key校验包""；点击【下一步】进入 Step 3 调度属性，点击【保存】，任务创建成功","1. 进入【数据质量 → 规则任务管理】页面，等待规则任务列表加载完成
2. 找到「大数据量key校验任务」，点击【立即执行】按钮
3. 进入【数据质量 → 校验结果查询】页面，找到「大数据量key校验任务」最新实例记录并打开实例详情","1. 规则任务管理页面正常打开，列表加载完成
2. 页面弹出提示信息，提示任务已提交执行
3. 1) 本次执行生成新的实例记录，任务名称与执行时间与本次操作匹配
2) 实例详情可正常打开，不出现超时、空白或报错
3) 实例详情中 id=1 记录质检结果=「校验通过」，id=2 记录因 perf-key-0001 值为空而质检结果=「校验不通过」
4) 详情说明列准确引用校验key「perf-key-0001;perf-key-0002」",2,功能测试,功能测试阶段
【内置规则丰富】有效性，json中key对应的value值格式校验(#10459),数据质量 规则任务管理 key删除后关联影响 验证删除已被有效性规则引用的key后规则配置页面回显和编辑功能正常,"1) 使用 admin 账号登录系统<br>2) 已在「通用配置 → json格式校验管理」中维护以下key：<br>   - key路径「del-key-a」，中文名称「待删除键A」，value格式正则：^[A-Z]+$<br>   - key路径「del-key-b」，中文名称「待删除键B」，value格式正则：^\d+$<br>3) 已执行以下 SQL 创建测试表并灌入数据：<br>   CREATE TABLE quality_test_db.json_del_test (<br>     id INT,<br>     del_info JSON<br>   );<br>   INSERT INTO quality_test_db.json_del_test VALUES<br>     (1, '{""del"":{""key"":{""a"":""ABC"",""b"":""123""}}}');<br>4) 已通过【数据质量 → 规则集管理】创建规则集""rule_set_key_del_test""，关联Doris数据源quality_test_db库json_del_test表，规则包名称""key删除测试包""，点击【下一步】进入 Step 2 监控规则，在规则包中点击【新增规则】，统计函数选择【非空值数】，字段选择 payload，点击规则行【保存】，再点击页面底部【保存】完成规则集创建，在 Step 2 中配置「格式-json格式校验」规则：字段=del_info、校验key=del-key-a和del-key-b，已保存规则集<br>5) 已通过【数据质量 → 规则任务管理】页面完成任务""key删除影响测试任务""创建：Step 1 基础信息中规则名称=key删除影响测试任务，并关联同一 Doris 表；点击【下一步】进入 Step 2 监控规则，仅通过【导入规则包】导入规则集""rule_set_key_del_test""的""key删除测试包""；点击【下一步】进入 Step 3 调度属性，点击【保存】，任务创建成功","1. 进入【通用配置 → json格式校验管理】页面，等待列表加载完成
2. 找到「del-key-a」行，点击操作列的【删除】按钮，在确认弹窗中点击【确定】，等待删除完成
3. 进入【数据质量 → 规则集管理】页面，找到规则集""rule_set_key_del_test""，点击操作列的【编辑】按钮，进入 Step 2 监控规则页面，查看「格式-json格式校验」规则行的「校验key」回显内容
4. 点击该规则行的【编辑】按钮，展开「校验key」下拉框
5. 点击【保存】按钮","1. json格式校验管理页面正常加载，列表中显示「del-key-a」和「del-key-b」
2. 删除成功，列表中不再显示「del-key-a」，仅保留「del-key-b」
3. 规则配置页面正常加载，「校验key」列回显内容中「del-key-a」已从校验key列表中移除，「del-key-b」正常显示
4. 下拉框正常打开，列表中不再显示已删除的「del-key-a」，「del-key-b」显示为已勾选状态
5. 规则保存成功，「校验key」列回显「del-key-b」",2,功能测试,功能测试阶段
【内置规则丰富】有效性，json中key对应的value值格式校验(#10459),数据质量 规则任务管理 key删除后关联影响 验证删除已被规则引用的key后value格式预览弹窗和执行校验任务正常,"1) 使用 admin 账号登录系统<br>2) 已在「通用配置 → json格式校验管理」中维护以下key：<br>   - key路径「preview-key-x」，中文名称「预览键X」，value格式正则：^[0-9]+$<br>   - key路径「preview-key-y」，中文名称「预览键Y」，value格式正则：^[a-z]+$<br>3) 已执行以下 SQL 创建测试表并灌入数据：<br>   CREATE TABLE quality_test_db.json_preview_del (<br>     id INT,<br>     preview_info JSON<br>   );<br>   INSERT INTO quality_test_db.json_preview_del VALUES<br>     (1, '{""preview"":{""key"":{""x"":""123"",""y"":""abc""}}}'),<br>     (2, '{""preview"":{""key"":{""x"":""456"",""y"":""def""}}}');<br>4) 已通过【数据质量 → 规则集管理】页面完成规则集""rule_set_preview_del_test""创建：Step 1 基础信息中关联 Doris 数据源 quality_test_db.json_preview_del 表，并新增规则包""key删除预览测试包""；点击【下一步】进入 Step 2 监控规则，点击【新增规则】，选择【有效性校验】，配置字段=preview_info、统计规则=格式-json格式校验、校验key=preview-key-x 和 preview-key-y、强弱规则=强规则、过滤条件=无、规则描述=无；点击规则行的【保存】按钮，再点击页面底部【保存】，规则集创建成功<br>5) 已通过【数据质量 → 规则任务管理】页面完成任务""key删除预览测试任务""创建：Step 1 基础信息中规则名称=key删除预览测试任务，并关联同一 Doris 表；点击【下一步】进入 Step 2 监控规则，仅通过【导入规则包】导入规则集""rule_set_preview_del_test""的""key删除预览测试包""；点击【下一步】进入 Step 3 调度属性，点击【保存】，任务创建成功<br>6) 已在「通用配置 → json格式校验管理」中删除「preview-key-x」","1. 进入【数据质量 → 规则任务管理】页面，等待规则任务列表加载完成
2. 进入【数据质量 → 规则集管理】页面，找到规则集""rule_set_preview_del_test""，点击操作列的【编辑】按钮，进入 Step 2 监控规则页面，找到「格式-json格式校验」规则行，点击「value格式预览」按钮，等待弹窗加载
3. 关闭弹窗，返回规则任务列表，找到「key删除预览测试任务」，点击【立即执行】按钮
4. 进入【数据质量 → 校验结果查询】页面，找到「key删除预览测试任务」最新实例记录并打开实例详情","1. 规则任务列表正常加载
2. 弹窗正常打开，仅展示「preview-key-y」的格式信息，已删除的「preview-key-x」不在列表中
3. 页面弹出提示信息，提示任务已提交执行
4. 1) 本次执行生成新的实例记录，任务名称与执行时间与本次操作匹配
2) 实例状态显示「已完成」，最新校验结果显示「校验通过」
3) 实例详情中「格式-json格式校验」规则的详情说明仅引用「preview-key-y」，不再展示已删除的「preview-key-x」
4) 页面未出现引用已删除 key 的报错信息",2,功能测试,功能测试阶段
